	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	tier	num_powerup_incsub_left	sell
526	Inventory	False	Nemesis	2	5	6	SPD	17	ATK%	6	11.0								270.0			Rare	2.485	3.485	4.484999999999999	False	B	0.0	False
527	Inventory	True	Nemesis	2	5	9	SPD	23		0							17.0		311.0		11.0	Hero	2.673	3.173	3.673	False	B	0.0	False
528	Inventory	True	Nemesis	2	5	9	SPD	23		0			12.0			23.0			138.0			Hero	3.359	3.859	4.359	False	B	0.0	False
531	Inventory	False	Nemesis	2	5	6	SPD	17		0					16.0						5.0	Rare	2.8333333333333335	3.8333333333333335	4.833333333333334	False	B	0.0	False
1151	Inventory	True	Nemesis	3	5	0	DEF flat	15		0		5.0						7.0		6.0		Hero	3.5892857142857144	5.589285714285714	10.589285714285715	True	B	3.0	False
169	Inventory	False	Rage	1	6	9	ATK flat	94	CDmg	4	16.0									14.0	4.0	Hero	7.904761904761905	8.404761904761905	8.904761904761905	True	B	0.0	False
170	Inventory	False	Rage	1	6	9	ATK flat	94	ACC	7	11.0								654.0	11.0		Hero	6.788666666666666	7.288666666666666	7.788666666666666	True	B	0.0	False
172	Inventory	False	Rage	1	6	9	ATK flat	94	RES	5				13.0				13.0		10.0		Hero	7.208333333333334	7.708333333333334	8.208333333333334	True	B	0.0	False
173	Inventory	False	Rage	1	6	9	ATK flat	94	HP flat	206		14.0						7.0		11.0		Hero	6.816333333333333	7.316333333333333	7.816333333333333	True	B	0.0	False
174	Inventory	False	Rage	1	6	9	ATK flat	94	CDmg	4	13.0				14.0					11.0		Hero	7.613095238095237	8.113095238095237	8.613095238095237	True	B	0.0	False
175	Kro	False	Rage	1	6	12	ATK flat	118	CDmg	7	20.0			6.0						5.0	15.0	Legend	8.416666666666668	8.416666666666668	8.416666666666668	True	B	0.0	False
176	Inventory	False	Rage	1	6	6	ATK flat	70		0		7.0								15.0		Rare	6.0	7.0	8.0	True	B	0.0	False
798	Baleygr	False	Rage	1	6	9	ATK flat	94	CRate	5					8.0			8.0		15.0		Rare	7.833333333333333	8.333333333333332	8.833333333333332	True	B	0.0	False
861	Inventory	False	Rage	1	6	0	ATK flat	22		0					6.0				189.0	6.0		Hero	3.002	5.002	10.001999999999999	True	B	3.0	False
862	Inventory	False	Rage	1	6	0	ATK flat	22		0	7.0			8.0						5.0		Hero	3.541666666666667	5.541666666666667	10.541666666666668	True	B	3.0	False
863	Inventory	False	Rage	1	6	0	ATK flat	22		0		4.0		7.0						6.0		Hero	3.446428571428571	5.446428571428571	10.446428571428571	True	B	3.0	False
864	Inventory	False	Rage	1	6	0	ATK flat	22	HP%	8	7.0								230.0	5.0		Hero	3.8483333333333336	5.848333333333334	10.848333333333333	True	B	3.0	False
865	Inventory	False	Rage	1	6	0	ATK flat	22	CDmg	5				7.0						4.0	4.0	Hero	3.589285714285714	5.5892857142857135	10.589285714285714	True	B	3.0	False
866	Inventory	False	Rage	1	6	0	ATK flat	22	ACC	7					6.0					6.0		Rare	3.625	5.625	9.625	True	B	2.0	False
1090	Inventory	True	Rage	1	6	0	ATK flat	22		0	8.0									6.0		Rare	3.0	5.0	9.0	True	B	2.0	False
177	Inventory	False	Rage	2	6	15	SPD	42		0		4.0			7.0			5.0			15.0	Rare	4.571428571428571	4.571428571428571	4.571428571428571	False	B	0.0	False
178	Inventory	False	Rage	2	6	9	SPD	25	ACC	6						21.0		6.0			11.0	Hero	5.958333333333333	6.458333333333333	6.958333333333333	False	B	0.0	False
179	Inventory	False	Rage	2	6	9	ATK%	38	ACC	4			18.0					11.0		15.0		Hero	7.325	7.825	8.325	False	B	0.0	False
180	Inventory	False	Rage	2	6	9	SPD	25	ATK flat	10	12.0	8.0		8.0								Hero	3.892857142857143	4.392857142857142	4.892857142857142	False	B	0.0	False
181	Inventory	False	Rage	2	6	9	SPD	25	ATK%	7	21.0		16.0				31.0					Hero	4.675	5.175	5.675	False	B	0.0	False
182	Inventory	False	Rage	2	6	9	SPD	25		0			25.0		12.0						11.0	Hero	3.958333333333333	4.458333333333333	4.958333333333333	False	B	0.0	False
183	Inventory	False	Rage	2	6	9	ATK%	38	CRate	6		7.0		14.0		20.0						Hero	6.25	6.75	7.25	False	B	0.0	False
184	Inventory	False	Rage	2	6	15	ATK%	63		0		15.0	14.0							11.0	6.0	Hero	7.15952380952381	7.15952380952381	7.15952380952381	False	B	0.0	False
185	Inventory	False	Rage	2	6	9	ATK%	38		0		12.0					10.0	13.0		8.0		Legend	6.2559523809523805	6.7559523809523805	8.25595238095238	False	B	1.0	False
186	Inventory	False	Rage	2	6	12	ATK%	47		0	14.0	12.0								7.0	10.0	Legend	7.464285714285715	7.464285714285715	7.464285714285715	False	B	0.0	False
799	Kro	True	Rage	2	6	9	ATK%	38		0								16.0	404.0		19.0	Hero	5.705333333333334	6.205333333333334	6.705333333333334	False	B	0.0	False
867	Inventory	True	Rage	2	6	0	SPD	7		0			23.0		10.0	10.0						Hero	3.075	5.075	7.075	False	B	3.0	False
188	Inventory	False	Rage	3	6	9	DEF flat	94		0	4.0									16.0	5.0	Rare	6.666666666666666	7.166666666666666	7.666666666666666	True	B	0.0	False
189	Inventory	False	Rage	3	6	9	DEF flat	94	ACC	5						19.0			274.0	11.0		Hero	7.032	7.532	8.032	True	B	0.0	False
190	Inventory	False	Rage	3	6	9	DEF flat	94		0	7.0			5.0						19.0		Hero	7.833333333333333	8.333333333333332	8.833333333333332	True	B	0.0	False
191	Inventory	False	Rage	3	6	9	DEF flat	94		0	11.0									10.0	10.0	Hero	6.375000000000001	6.875000000000001	7.375000000000001	True	B	0.0	False
192	Inventory	False	Rage	3	6	9	DEF flat	94	CRate	6	18.0					7.0				6.0		Rare	6.125	6.625	7.125	True	B	0.0	False
193	Inventory	False	Rage	3	6	9	DEF flat	94		0				13.0						11.0	6.0	Hero	6.291666666666666	6.791666666666666	7.291666666666666	True	B	0.0	False
194	Inventory	False	Rage	3	6	9	DEF flat	94		0		14.0		8.0						11.0		Hero	6.666666666666666	7.166666666666666	7.666666666666666	True	B	0.0	False
196	Inventory	False	Rage	3	6	6	DEF flat	70		0										11.0	11.0	Rare	5.5	6.5	7.5	True	B	0.0	False
197	Inventory	False	Rage	3	6	9	DEF flat	94	RES	5								6.0	535.0	13.0		Hero	6.421666666666667	6.921666666666667	7.421666666666667	True	B	0.0	False
199	Inventory	False	Rage	3	6	9	DEF flat	94	ACC	5	8.0	10.0								15.0		Hero	8.053571428571429	8.553571428571429	9.053571428571429	True	B	0.0	False
200	Inventory	False	Rage	3	6	9	DEF flat	94	HP%	8		11.0		7.0						16.0		Hero	8.779761904761905	9.279761904761905	9.779761904761905	True	B	0.0	False
201	Baleygr	False	Rage	3	6	12	DEF flat	118		0	12.0	15.0						6.0		12.0		Legend	8.392857142857142	8.392857142857142	8.392857142857142	True	B	0.0	False
800	Kro	False	Rage	3	6	9	DEF flat	94	HP flat	358						14.0				11.0	11.0	Hero	7.727333333333332	8.227333333333332	8.727333333333332	True	B	0.0	False
868	Inventory	False	Rage	3	6	0	DEF flat	22	HP%	5										4.0	5.0	Rare	2.7916666666666665	4.791666666666666	8.791666666666666	True	B	2.0	False
869	Inventory	False	Rage	3	6	0	DEF flat	22	DEF%	5	5.0			8.0				6.0		4.0		Legend	4.333333333333333	6.333333333333333	12.333333333333332	True	B	4.0	False
870	Inventory	False	Rage	3	6	0	DEF flat	22		0									144.0	5.0		Rare	1.8586666666666667	3.8586666666666667	7.858666666666666	True	B	2.0	False
871	Inventory	False	Rage	3	6	0	DEF flat	22	HP%	6				8.0		7.0				6.0		Hero	4.625	6.625	11.625	True	B	3.0	False
872	Inventory	False	Rage	3	6	0	DEF flat	22	DEF%	7	5.0							5.0		5.0		Hero	3.791666666666667	5.791666666666667	10.791666666666668	True	B	3.0	False
202	Inventory	False	Rage	4	6	15	ATK%	63		0							17.0	12.0		8.0	14.0	Legend	6.925000000000001	6.925000000000001	6.925000000000001	False	B	0.0	False
203	Inventory	False	Rage	4	6	9	CDmg	47		0							12.0			12.0	11.0	Hero	6.133333333333333	6.633333333333333	7.133333333333333	False	B	0.0	False
204	Inventory	True	Rage	4	6	12	CRate	43		0				17.0	14.0				283.0	11.0		Hero	7.9190000000000005	7.9190000000000005	7.9190000000000005	False	B	0.0	False
205	Verdehile 2	False	Rage	4	6	15	CRate	58		0	5.0				15.0			15.0		15.0		Legend	9.375	9.375	9.375	False	B	0.0	False
206	Inventory	False	Rage	4	6	15	CRate	58		0	10.0	23.0		8.0						6.0		Legend	7.535714285714286	7.535714285714286	7.535714285714286	False	B	0.0	False
207	Baleygr	False	Rage	4	6	15	CDmg	80		0				11.0	19.0	7.0				12.0		Legend	8.625	8.625	8.625	False	B	0.0	False
873	Inventory	False	Rage	4	6	0	CDmg	11	ACC	6	8.0							8.0		4.0		Hero	4.083333333333333	6.083333333333333	11.083333333333332	False	B	3.0	False
874	Inventory	False	Rage	4	6	0	CDmg	11		0				7.0						5.0		Rare	2.541666666666667	4.541666666666667	8.541666666666668	False	B	2.0	False
208	Inventory	False	Rage	5	6	9	HP flat	1440		0					13.0		11.0			14.0		Hero	6.566666666666666	7.066666666666666	7.566666666666666	True	B	0.0	False
209	Inventory	False	Rage	5	6	9	HP flat	1440	DEF flat	20				4.0		27.0				5.0		Hero	6.041666666666667	6.541666666666667	7.041666666666667	True	B	0.0	False
210	Inventory	False	Rage	5	6	9	HP flat	1440	RES	4			31.0				15.0			16.0		Hero	6.9833333333333325	7.4833333333333325	7.9833333333333325	True	B	0.0	False
211	Inventory	False	Rage	5	6	9	HP flat	1440	ATK%	7	20.0	9.0								6.0		Hero	6.660714285714286	7.160714285714286	7.660714285714286	True	B	0.0	False
212	Inventory	False	Rage	5	6	9	HP flat	1440		0					6.0	20.0				12.0		Hero	7.25	7.75	8.25	True	B	0.0	False
213	Inventory	False	Rage	5	6	9	HP flat	1440	SPD	6		11.0		18.0			10.0					Hero	6.071428571428571	6.571428571428571	7.071428571428571	True	B	0.0	False
214	Inventory	False	Rage	5	6	6	HP flat	1080	ATK%	6							18.0			14.0		Rare	5.866666666666667	6.866666666666667	7.866666666666667	True	B	0.0	False
215	Inventory	False	Rage	5	6	9	HP flat	1440	ACC	8	6.0							27.0		5.0		Hero	6.791666666666667	7.291666666666667	7.791666666666667	True	B	0.0	False
216	Inventory	False	Rage	5	6	12	HP flat	1800		0				5.0		13.0	24.0			15.0		Legend	7.85	7.85	7.85	True	B	0.0	False
802	Inventory	False	Rage	5	6	9	HP flat	1440	CRate	4				5.0	6.0					14.0		Rare	6.708333333333334	7.208333333333334	7.708333333333334	True	B	0.0	False
875	Inventory	False	Rage	5	6	0	HP flat	360	RES	5							15.0			4.0	4.0	Hero	3.0	5.0	10.0	True	B	3.0	False
876	Inventory	False	Rage	5	6	0	HP flat	360		0								6.0		5.0		Rare	2.416666666666667	4.416666666666667	8.416666666666668	True	B	2.0	False
877	Inventory	False	Rage	5	6	0	HP flat	360	HP%	5		4.0		7.0						6.0		Hero	4.071428571428571	6.071428571428571	11.071428571428571	True	B	3.0	False
878	Inventory	False	Rage	5	6	0	HP flat	360		0						5.0				4.0	6.0	Hero	2.958333333333333	4.958333333333333	9.958333333333332	True	B	3.0	False
217	Kro	False	Rage	6	6	12	ATK%	47	ACC	6		11.0	29.0							6.0	10.0	Hero	6.713095238095238	6.713095238095238	6.713095238095238	False	B	0.0	False
218	Baleygr	False	Rage	6	6	12	ATK%	47	ACC	7			19.0						190.0	10.0	12.0	Legend	6.9366666666666665	6.9366666666666665	6.9366666666666665	False	B	0.0	False
171	Inventory	True	Rage	1	5	9	ATK flat	78		0				14.0						13.0	4.0	Hero	6.75	7.25	7.75	True	B	0.0	False
187	Inventory	True	Rage	3	5	9	DEF flat	78	CDmg	3						15.0			273.0	14.0		Hero	7.334238095238096	7.834238095238096	8.334238095238096	True	B	0.0	False
195	Inventory	True	Rage	3	5	9	DEF flat	78	HP%	6						14.0			429.0	11.0		Hero	6.738666666666667	7.238666666666667	7.738666666666667	True	B	0.0	False
198	Inventory	False	Rage	3	5	12	DEF flat	99	HP%	6				9.0		9.0			263.0	11.0		Legend	7.017333333333333	7.017333333333333	7.017333333333333	True	B	0.0	False
1206	Inventory	True	Rage	5	5	0	HP flat	270	RES	6			14.0								4.0	Rare	1.7666666666666666	3.7666666666666666	5.766666666666667	True	B	2.0	True
662	Inventory	False	Revenge	1	6	6	ATK flat	70	ATK%	6				6.0						15.0		Rare	6.5	7.5	8.5	True	B	0.0	False
663	Ophilia	False	Revenge	1	6	6	ATK flat	70	HP%	7									311.0	16.0		Rare	6.622999999999999	7.622999999999999	8.623	True	B	0.0	False
664	Inventory	False	Revenge	1	6	6	ATK flat	70	HP flat	195	5.0									16.0		Rare	6.218333333333333	7.218333333333333	8.218333333333334	True	B	0.0	False
665	Inventory	False	Revenge	1	6	6	ATK flat	70	ACC	8										17.0	4.0	Rare	7.333333333333334	8.333333333333334	9.333333333333334	True	B	0.0	False
1037	Inventory	False	Revenge	1	6	0	ATK flat	22		0				7.0						4.0		Rare	2.208333333333333	4.208333333333333	8.208333333333332	True	B	2.0	False
1038	Inventory	False	Revenge	1	6	0	ATK flat	22	RES	8								6.0	207.0	5.0		Hero	3.6926666666666668	5.692666666666667	10.692666666666668	True	B	3.0	False
1039	Inventory	False	Revenge	1	6	0	ATK flat	22		0	5.0							8.0		6.0		Hero	3.625	5.625	10.625	True	B	3.0	False
1040	Inventory	False	Revenge	1	6	0	ATK flat	22		0								8.0		4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	B	2.0	False
1164	Inventory	False	Revenge	1	6	0	ATK flat	22		0										6.0	5.0	Rare	2.8333333333333335	4.833333333333334	8.833333333333334	True	B	2.0	False
1165	Inventory	False	Revenge	1	6	0	ATK flat	22		0		7.0							159.0	6.0		Hero	3.212	5.212	10.212	True	B	3.0	False
666	Inventory	False	Revenge	2	6	10	SPD	27	ACC	5		14.0						20.0			4.0	Hero	5.791666666666666	6.291666666666666	6.791666666666666	False	B	0.0	False
667	Inventory	False	Revenge	2	6	6	SPD	19		0			22.0								12.0	Rare	2.55	3.55	4.55	False	B	0.0	False
668	Inventory	False	Revenge	2	6	12	SPD	31	RES	6			27.0				35.0		358.0		10.0	Legend	4.444	4.444	4.444	False	B	0.0	False
669	Inventory	False	Revenge	2	6	6	SPD	19		0								17.0	210.0			Rare	2.4050000000000002	3.4050000000000002	4.405	False	B	0.0	False
670	Inventory	False	Revenge	2	6	9	ATK%	38	SPD	5				20.0					263.0		12.0	Hero	6.517333333333334	7.017333333333334	7.517333333333334	False	B	0.0	False
671	Inventory	False	Revenge	2	6	6	SPD	19	CDmg	5			11.0						814.0			Rare	2.0746190476190476	3.0746190476190476	4.074619047619048	False	B	0.0	False
672	Inventory	False	Revenge	2	6	9	SPD	25	CDmg	6	13.0		40.0			13.0						Hero	5.107142857142857	5.607142857142857	6.107142857142857	False	B	0.0	False
673	Inventory	False	Revenge	2	6	6	SPD	19	RES	5					13.0	14.0						Rare	4.0	5.0	6.0	False	B	0.0	False
674	Inventory	False	Revenge	2	6	6	SPD	19	CRate	6					21.0			7.0				Rare	4.5	5.5	6.5	False	B	0.0	False
675	Inventory	False	Revenge	2	6	9	DEF%	38		0		7.0							446.0	16.0		Hero	6.928	7.428	7.928	False	B	0.0	False
677	Taor	False	Revenge	2	6	15	SPD	42	DEF flat	19		12.0		5.0		6.0					16.0	Hero	6.23095238095238	6.23095238095238	6.23095238095238	False	B	0.0	False
678	Inventory	False	Revenge	2	6	12	SPD	31	DEF flat	15	22.0							11.0	439.0		6.0	Legend	6.085333333333333	6.085333333333333	6.085333333333333	False	B	0.0	False
764	Darion	False	Revenge	2	6	9	HP%	38	CDmg	6					15.0	8.0				17.0		Hero	9.398809523809526	9.898809523809526	10.398809523809526	False	B	0.0	False
1041	Inventory	False	Revenge	2	6	0	DEF%	11	SPD	6		4.0	15.0		6.0							Hero	3.696428571428571	5.696428571428571	7.696428571428571	False	B	3.0	False
1112	Inventory	False	Revenge	2	6	0	SPD	7		0						6.0	19.0		259.0			Hero	1.5703333333333334	3.570333333333333	5.570333333333333	False	B	3.0	False
1166	Inventory	False	Revenge	2	6	0	HP%	11	CDmg	7					6.0		15.0			5.0		Hero	3.791666666666667	5.791666666666667	10.791666666666668	False	B	3.0	False
1167	Inventory	False	Revenge	2	6	0	ATK%	11	HP%	6	4.0									4.0		Rare	2.583333333333333	4.583333333333333	8.583333333333332	False	B	2.0	False
1168	Inventory	False	Revenge	2	6	0	HP%	11	SPD	4		7.0		7.0		5.0						Hero	3.833333333333333	5.833333333333333	7.833333333333333	False	B	3.0	False
1258	Inventory	False	Revenge	2	6	0	DEF%	11		0	7.0						17.0				6.0	Hero	2.3	4.3	6.3	False	B	3.0	True
1259	Inventory	False	Revenge	2	6	0	SPD	7	ATK%	5			10.0						239.0			Rare	1.1936666666666667	3.1936666666666667	5.193666666666667	False	B	2.0	False
679	Inventory	False	Revenge	3	6	6	DEF flat	70	HP flat	357								8.0		15.0		Rare	6.476	7.476	8.475999999999999	True	B	0.0	False
680	Inventory	False	Revenge	3	6	12	DEF flat	118	HP flat	274		7.0		5.0						12.0	22.0	Legend	9.657	9.657	9.657	True	B	0.0	False
681	Inventory	False	Revenge	3	6	12	DEF flat	118		0				8.0		27.0		12.0		11.0		Legend	9.541666666666666	9.541666666666666	9.541666666666666	True	B	0.0	False
810	Inventory	False	Revenge	3	6	9	DEF flat	94		0	8.0							14.0		15.0		Hero	7.75	8.25	8.75	True	B	0.0	False
1042	Inventory	False	Revenge	3	6	0	DEF flat	22		0								5.0		5.0		Rare	2.291666666666667	4.291666666666667	8.291666666666668	True	B	2.0	False
1043	Inventory	False	Revenge	3	6	0	DEF flat	22	CRate	4		5.0							177.0	5.0		Hero	3.2836190476190477	5.283619047619048	10.283619047619048	True	B	3.0	False
1113	Inventory	False	Revenge	3	6	0	DEF flat	22		0	5.0			5.0						4.0		Hero	2.583333333333333	4.583333333333333	9.583333333333332	True	B	3.0	False
1169	Inventory	False	Revenge	3	6	0	DEF flat	22	HP%	6				5.0					361.0	6.0		Hero	3.8563333333333336	5.856333333333334	10.856333333333334	True	B	3.0	False
683	Inventory	False	Revenge	4	6	9	DEF%	38		0				9.0	16.0					10.0		Hero	6.458333333333334	6.958333333333334	7.458333333333334	False	B	0.0	False
684	Inventory	False	Revenge	4	6	6	DEF%	29	CDmg	7				11.0						11.0		Rare	6.041666666666666	7.041666666666666	8.041666666666666	False	B	0.0	False
685	Inventory	False	Revenge	4	6	9	CDmg	47	RES	5					11.0			12.0		12.0		Hero	7.5	8.0	8.5	False	B	0.0	False
766	Darion	False	Revenge	4	6	9	HP%	38		0				30.0		5.0				6.0		Hero	6.375	6.875	7.375	False	B	0.0	False
795	Dias *	False	Revenge	4	6	9	HP%	38		0	15.0						23.0			11.0		Hero	6.116666666666667	6.616666666666667	7.116666666666667	False	B	0.0	False
1044	Inventory	False	Revenge	4	6	12	ATK%	47		0		6.0	42.0							10.0	19.0	Legend	8.407142857142858	8.407142857142858	8.407142857142858	False	B	0.0	False
1045	Inventory	False	Revenge	4	6	0	DEF%	11		0				8.0			12.0			5.0		Hero	2.966666666666667	4.966666666666667	9.966666666666667	False	B	3.0	False
1170	Inventory	False	Revenge	4	6	0	HP%	11	DEF flat	18			12.0	7.0						5.0		Hero	3.291666666666667	5.291666666666667	10.291666666666668	False	B	3.0	False
1260	Inventory	False	Revenge	4	6	0	DEF%	11	CRate	4	4.0						15.0					Rare	1.5416666666666665	3.5416666666666665	5.541666666666666	False	B	2.0	True
686	Ophilia	False	Revenge	5	6	6	HP flat	1080	DEF%	8								7.0		16.0		Rare	7.208333333333333	8.208333333333332	9.208333333333332	True	B	0.0	False
687	Inventory	False	Revenge	5	6	9	HP flat	1440	ATK%	5	6.0			5.0						19.0		Hero	8.333333333333332	8.833333333333332	9.333333333333332	True	B	0.0	False
812	Taor	False	Revenge	5	6	12	HP flat	1800	CDmg	7				7.0	7.0			37.0		9.0		Hero	10.375	10.375	10.375	True	B	0.0	False
1046	Inventory	False	Revenge	5	6	0	HP flat	360		0		6.0								6.0		Rare	2.857142857142857	4.857142857142858	8.857142857142858	True	B	2.0	False
1171	Inventory	False	Revenge	5	6	0	HP flat	360	CDmg	7			11.0			7.0				6.0		Hero	4.15	6.15	11.15	True	B	3.0	False
1172	Inventory	False	Revenge	5	6	0	HP flat	360		0								7.0		5.0		Rare	2.541666666666667	4.541666666666667	8.541666666666668	True	B	2.0	False
1173	Inventory	False	Revenge	5	6	0	HP flat	360	CRate	6				6.0			13.0	8.0				Hero	3.075	5.075	7.075	True	B	3.0	False
1174	Inventory	False	Revenge	5	6	0	HP flat	360		0		7.0			8.0						6.0	Hero	3.0	5.0	7.0	True	B	3.0	False
688	Inventory	False	Revenge	6	6	12	ATK%	47		0	11.0		23.0							15.0	8.0	Legend	8.283333333333333	8.283333333333333	8.283333333333333	False	B	0.0	False
689	Inventory	True	Revenge	6	6	9	DEF%	38	RES	5			34.0					16.0		12.0		Hero	7.475	7.975	8.475	False	B	0.0	False
797	Dias *	False	Revenge	6	6	9	HP%	38		0		6.0					29.0			15.0		Hero	6.582142857142856	7.082142857142856	7.582142857142856	False	B	0.0	False
1047	Inventory	False	Revenge	6	6	0	RES	12	ATK%	8						8.0	18.0		204.0	6.0		Legend	4.7219999999999995	6.7219999999999995	12.722	False	B	4.0	False
1114	Inventory	False	Revenge	6	6	0	HP%	11	HP flat	258			17.0							6.0	5.0	Hero	3.602333333333333	5.602333333333333	10.602333333333334	False	B	3.0	False
676	Inventory	True	Revenge	2	5	6	SPD	17		0						14.0					8.0	Rare	3.083333333333333	4.083333333333333	5.083333333333333	False	B	0.0	False
682	Inventory	True	Revenge	3	5	9	DEF flat	78		0				14.0					278.0	13.0		Hero	6.454	6.954	7.454	True	B	0.0	False
635	Inventory	False	Shield	1	6	6	ATK flat	70	HP flat	309		5.0								16.0		Rare	6.459619047619047	7.459619047619047	8.459619047619046	True	B	0.0	False
636	Inventory	False	Shield	1	6	9	ATK flat	94		0	6.0	12.0								15.0		Hero	7.464285714285714	7.964285714285714	8.464285714285715	True	B	0.0	False
637	Okeanos	False	Shield	1	6	12	ATK flat	118		0				8.0				4.0	704.0	21.0		Legend	9.438666666666666	9.438666666666666	9.438666666666666	True	B	0.0	False
638	Inventory	False	Shield	1	6	12	ATK flat	118	HP%	5	7.0			11.0	13.0					16.0		Legend	9.833333333333332	9.833333333333332	9.833333333333332	True	B	0.0	False
1031	Inventory	False	Shield	1	6	0	ATK flat	22		0				6.0					302.0	4.0	5.0	Legend	3.3193333333333332	5.319333333333333	11.319333333333333	True	B	4.0	False
1153	Inventory	False	Shield	1	6	0	ATK flat	22	HP flat	166		4.0			7.0					6.0		Hero	3.6677619047619046	5.667761904761905	10.667761904761905	True	B	3.0	False
1251	Inventory	False	Shield	1	6	0	ATK flat	22		0		7.0								4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	B	2.0	False
1252	Inventory	False	Shield	1	6	0	ATK flat	22	HP flat	182	6.0				7.0						6.0	Hero	2.8676666666666666	4.867666666666667	6.867666666666667	True	B	3.0	True
1253	Inventory	False	Shield	1	6	0	ATK flat	22	CRate	6	4.0	6.0										Rare	2.357142857142857	4.357142857142858	6.357142857142858	True	B	2.0	True
1254	Inventory	False	Shield	1	6	0	ATK flat	22	HP flat	167	6.0				5.0							Rare	1.5976666666666666	3.5976666666666666	5.597666666666667	True	B	2.0	True
1255	Inventory	False	Shield	1	6	0	ATK flat	22		0		4.0			8.0							Rare	1.5714285714285714	3.571428571428571	5.571428571428571	True	B	2.0	True
640	Inventory	False	Shield	2	6	9	SPD	25		0					25.0				262.0		5.0	Hero	4.307666666666667	4.807666666666667	5.307666666666667	False	B	0.0	False
641	Inventory	False	Shield	2	6	9	HP%	38	ATK flat	11	13.0	9.0								11.0		Hero	6.852380952380952	7.352380952380952	7.852380952380952	False	B	0.0	False
642	Inventory	False	Shield	2	6	6	SPD	19	CDmg	5									228.0		16.0	Rare	3.6849523809523808	4.684952380952381	5.684952380952381	False	B	0.0	False
643	Inventory	False	Shield	2	6	9	SPD	25		0	16.0					8.0					11.0	Hero	4.833333333333333	5.333333333333333	5.833333333333333	False	B	0.0	False
644	Inventory	False	Shield	2	6	6	SPD	19	DEF%	7		9.0	28.0									Rare	2.8607142857142858	3.8607142857142858	4.860714285714286	False	B	0.0	False
645	Inventory	False	Shield	2	6	9	SPD	25		0	14.0			12.0			28.0					Hero	3.95	4.45	4.95	False	B	0.0	False
646	Inventory	False	Shield	2	6	9	SPD	25	HP flat	352				4.0				15.0			14.0	Hero	5.177666666666667	5.677666666666667	6.177666666666667	False	B	0.0	False
647	Inventory	True	Shield	2	6	9	SPD	25		0				9.0				18.0	1004.0			Hero	4.713666666666667	5.213666666666667	5.713666666666667	False	B	0.0	False
648	Inventory	True	Shield	2	6	12	SPD	31		0	15.0				9.0			15.0			16.0	Legend	7.541666666666666	7.541666666666666	7.541666666666666	False	B	0.0	False
649	Inventory	False	Shield	2	6	9	DEF%	38	CRate	5	18.0	7.0								9.0		Hero	7.083333333333333	7.583333333333333	8.083333333333332	False	B	0.0	False
650	Inventory	False	Shield	2	6	9	HP%	38	SPD	5		10.0		11.0		15.0						Hero	6.345238095238096	6.845238095238096	7.345238095238096	False	B	0.0	False
651	Inventory	False	Shield	2	6	9	HP%	38	HP flat	168					11.0					10.0	11.0	Hero	6.765666666666667	7.265666666666667	7.765666666666667	False	B	0.0	False
1154	Inventory	False	Shield	2	6	0	DEF%	11	HP%	6									167.0	5.0	5.0	Hero	3.472666666666667	5.472666666666667	10.472666666666667	False	B	3.0	False
1155	Inventory	False	Shield	2	6	0	SPD	7	ATK flat	15				8.0					136.0			Rare	1.5563333333333333	3.5563333333333333	5.556333333333333	False	B	2.0	False
1156	Inventory	False	Shield	2	6	0	HP%	11	CRate	5	5.0								213.0	5.0		Hero	3.4090000000000003	5.409000000000001	10.409	False	B	3.0	False
1157	Inventory	False	Shield	2	6	0	DEF%	11	ATK%	8				8.0				5.0		5.0		Hero	4.291666666666667	6.291666666666667	11.291666666666668	False	B	3.0	False
1158	Inventory	False	Shield	2	6	0	SPD	7	RES	8		5.0			8.0							Rare	2.7142857142857144	4.714285714285714	6.714285714285714	False	B	2.0	False
652	Inventory	False	Shield	3	6	9	DEF flat	94	ACC	4						12.0				17.0	5.0	Hero	8.5	9.0	9.5	True	B	0.0	False
1032	Inventory	False	Shield	3	6	0	DEF flat	22		0		4.0		8.0		8.0				6.0		Legend	4.571428571428571	6.571428571428571	12.571428571428571	True	B	4.0	False
1073	Spectra	False	Shield	3	6	0	DEF flat	22		0						6.0				5.0		Rare	2.416666666666667	4.416666666666667	8.416666666666668	True	B	2.0	False
1109	Inventory	False	Shield	3	6	0	DEF flat	22	DEF%	7				4.0						4.0		Rare	2.708333333333333	4.708333333333333	8.708333333333332	True	B	2.0	False
1159	Inventory	False	Shield	3	6	0	DEF flat	22	ACC	8								5.0		6.0		Rare	3.625	5.625	9.625	True	B	2.0	False
653	Okeanos	False	Shield	4	6	9	DEF%	38	HP%	5		6.0								17.0	5.0	Rare	7.982142857142857	8.482142857142858	8.982142857142858	False	B	0.0	False
654	Inventory	False	Shield	4	6	9	CDmg	47		0							29.0	7.0		15.0		Hero	6.6	7.1	7.6	False	B	0.0	False
