;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency;tot_max_norm
437;row_817;817;41258304764;101;0;Baleygr;Inventory;False;62.96;Rage;3;6;9;DEF flat;94;HP%;8;0;;11.0;;7.0;;;;;;16.0;;Hero;70.1;9.779761904761905
438;row_818;818;41323686221;0;0;Inventory;Inventory;False;54.85;Rage;3;6;9;DEF flat;94;;0;0;11.0;;;;;;;;;10.0;10.0;Hero;62.0;7.375000000000001
439;row_819;819;41185535095;0;0;Inventory;Inventory;False;63.98;Rage;4;6;12;CRate;43;;0;0;5.0;;;;15.0;;;15.0;;15.0;;Legend;63.98;9.375
440;row_846;846;41065292636;0;0;Inventory;Inventory;False;59.82;Focus;6;6;6;DEF%;29;CDmg;7;0;;;;;;;;5.0;;17.0;;Rare;74.1;9.291666666666668
441;row_854;854;41079398359;0;0;Inventory;Inventory;False;59.22;Endure;1;6;6;ATK flat;70;ACC;4;0;7.0;;;;;;;;;17.0;;Rare;73.51;9.041666666666668
442;row_857;857;41083814812;0;0;Inventory;Inventory;False;60.86;Endure;2;6;12;HP%;47;;0;0;;;35.0;;5.0;;;;420.0;17.0;;Legend;60.86;7.726666666666667
443;row_861;861;41386002910;0;0;Inventory;Inventory;False;60.51;Endure;3;6;9;DEF flat;94;CRate;4;0;15.0;;;15.0;;;;;;12.0;;Hero;67.65;9.416666666666666
444;row_869;869;41084075509;0;0;Inventory;Inventory;False;55.58;Endure;6;6;9;HP%;38;;0;0;13.0;;;;;;;;540.0;12.0;;Hero;62.73;7.345
445;row_873;873;41337300031;0;0;Inventory;Inventory;False;50.78;Fatal;2;6;9;SPD;25;RES;8;0;;;;;;6.0;;30.0;;;5.0;Hero;57.92;7.333333333333333
446;row_874;874;41034883639;0;0;Inventory;Inventory;False;59.51;Fatal;3;6;12;DEF flat;118;;0;0;14.0;;;;;13.0;;13.0;;10.0;;Legend;59.51;8.333333333333334
447;row_875;875;41355362305;0;0;Inventory;Inventory;False;54.76;Fatal;3;6;6;DEF flat;70;;0;0;;;;8.0;;;;;;14.0;;Rare;69.05;7.666666666666667
448;row_888;888;41002145407;0;0;Inventory;Inventory;False;52.38;Violent;1;6;6;ATK flat;70;;0;0;16.0;;;;;;;;;10.0;;Rare;66.66;7.333333333333334
449;row_889;889;41065522388;0;0;Inventory;Inventory;False;53.27;Violent;1;6;6;ATK flat;70;;0;0;15.0;;;;;;;;;11.0;;Rare;67.56;7.541666666666666
450;row_890;890;41386066893;0;0;Inventory;Inventory;False;53.57;Violent;1;6;9;ATK flat;94;;0;0;9.0;;;11.0;;;;;;10.0;;Hero;60.71;6.833333333333334
451;row_895;895;41386332525;0;0;Inventory;Inventory;False;44.11;Violent;2;6;6;SPD;19;DEF%;6;0;;;36.0;;;;;15.0;;;;Rare;58.39;5.525
452;row_896;896;41083978783;0;0;Inventory;Inventory;False;54.36;Violent;3;6;6;DEF flat;70;CRate;5;0;;;;;;;;16.0;;10.0;;Rare;68.64;8.166666666666668
453;row_897;897;41002375358;0;0;Inventory;Inventory;False;50.59;Violent;4;6;6;CDmg;35;;0;0;;;;;;14.0;;;;9.0;;Rare;64.88;6.75
454;row_898;898;41003134648;83;0;Verad;Inventory;False;53.66;Violent;4;6;14;DEF%;53;SPD;4;0;;;;12.0;13.0;;;14.0;;;4.0;Hero;53.66;6.875
455;row_899;899;41030419562;89;0;Lulu and Friends;Inventory;False;59.05;Violent;4;6;12;HP%;47;DEF%;5;0;;;;;6.0;;18.0;;358.0;15.0;;Rare;59.05;7.302333333333333
456;row_902;902;41079261660;88;0;Talia;Inventory;False;55.94;Violent;4;6;9;CDmg;47;;0;0;;;;14.0;14.0;;;;;10.0;;Hero;63.09;7.833333333333334
457;row_906;906;41297007676;127;0;Homunculus - Hypernox;Inventory;False;54.16;Violent;6;6;6;DEF%;29;;0;0;;;;6.0;;;;;;14.0;;Rare;68.45;7.416666666666667
458;row_907;907;41386152952;89;0;Lulu and Friends;Inventory;False;57.44;Violent;6;6;12;DEF%;47;;0;0;;;12.0;5.0;;;28.0;;;15.0;;Hero;57.44;6.625
459;row_915;915;41343592135;0;0;Inventory;Inventory;False;57.36;Will;3;6;9;DEF flat;94;HP flat;352;0;;;;18.0;;7.0;;;;11.0;;Hero;64.51;8.261
460;row_916;916;41323610940;0;0;Inventory;Inventory;False;47.8;Will;4;6;6;CDmg;35;;0;0;;;;;;;23.0;;;9.0;;Rare;62.09;5.575
461;row_918;918;41084213247;16;0;Loren;Inventory;False;67.68;Will;6;6;15;HP%;63;;0;0;8.0;17.0;;;;8.0;;;;18.0;;Legend;67.68;10.428571428571429
462;row_920;920;41039879937;0;0;Inventory;Inventory;True;53.65;Shield;2;6;12;SPD;31;;0;0;15.0;;;;9.0;;;15.0;;;16.0;Legend;53.65;7.541666666666666
463;row_922;922;41051818290;0;0;Inventory;Inventory;False;45.96;Shield;2;6;9;SPD;25;;0;0;;;;;25.0;;;;262.0;;5.0;Hero;53.11;5.307666666666667
464;row_927;927;41030207138;0;0;Inventory;Inventory;False;57.38;Shield;4;6;9;CDmg;47;;0;0;;;;;;;29.0;7.0;;15.0;;Hero;64.53;7.6
465;row_933;933;41083936677;0;0;Inventory;Inventory;False;57.73;Shield;5;6;6;HP flat;1080;CRate;6;0;6.0;;;;;;;;;15.0;;Rare;72.02;8.75
466;row_935;935;41064671176;0;0;Inventory;Inventory;False;52.21;Shield;6;6;6;DEF%;29;;0;0;;10.0;;;;;;;;11.0;;Rare;66.49;7.095238095238095
467;row_940;940;41065740785;0;0;Inventory;Inventory;False;58.23;Revenge;1;6;6;ATK flat;70;ATK%;5;0;;;;;;;;;;16.0;5.0;Rare;72.52;8.791666666666666
468;row_945;945;41051934945;0;0;Inventory;Inventory;False;57.09;Revenge;3;6;6;DEF flat;70;HP flat;357;0;;;;;;;;8.0;;15.0;;Rare;71.37;8.475999999999999
469;row_948;948;41025384682;94;0;Colleen;Inventory;False;52.07;Revenge;4;6;9;HP%;38;ATK%;7;0;20.0;;;4.0;;;;;;6.0;;Hero;59.22;6.875
470;row_979;979;41064092163;5;0;Icaru 3;Inventory;False;58.84;Determination;1;6;12;ATK flat;118;HP flat;350;0;6.0;;;19.0;5.0;;;;;11.0;;Hero;58.84;7.883333333333333
471;row_1003;1003;41049776470;0;0;Inventory;Inventory;False;69.63;Enhance;3;6;12;DEF flat;118;;0;0;;;;6.0;;24.0;;20.0;;16.0;;Legend;69.63;11.583333333333332
472;row_1026;1026;41324947554;0;0;Inventory;Inventory;False;56.45;Tolerance;2;6;9;HP%;38;DEF%;7;0;17.0;5.0;;;;;;;;10.0;;Hero;63.6;8.047619047619047
473;row_1042;1042;41084212836;15;83;Fran;Verad;False;51.37;Violent;2;6;15;SPD;42;;0;0;;;;7.0;;21.0;;18.0;;;5.0;Legend;51.37;6.583333333333333
474;row_1043;1043;40911142904;151;1;Spectra;Anavel;False;56.64;Focus;6;6;12;HP%;47;;0;1;8.0;;;13.0;;;;;;9.0;10.0;Hero;56.64;7.291666666666667
475;row_1045;1045;41065522387;83;131;Verad;Tesarion;False;63.83;Violent;3;6;12;DEF flat;118;RES;6;0;;;;12.0;;8.0;;;419.0;16.0;;Legend;63.83;9.142
476;row_1046;1046;41079367403;94;131;Colleen;Tesarion;False;47.44;Violent;6;6;10;HP%;41;;0;0;6.0;24.0;;;6.0;;;;;;;Hero;54.58;5.928571428571429
477;row_1064;1064;41414004832;0;0;Inventory;Inventory;False;52.97;Swift;1;6;6;ATK flat;70;;0;0;14.0;;;;;;;;;11.0;;Rare;67.26;7.416666666666666
478;row_1067;1067;41398707983;0;0;Inventory;Inventory;False;50.29;Swift;5;6;6;HP flat;1080;;0;0;;;;9.0;;;;;;10.0;;Rare;64.58;6.458333333333334
479;row_1072;1072;41402943357;0;0;Inventory;Inventory;False;52.1;Focus;2;6;9;DEF%;38;SPD;4;0;;10.0;;;13.0;;;;;;11.0;Hero;59.24;7.220238095238095
480;row_1085;1085;41424613930;0;0;Inventory;Inventory;False;59.22;Focus;6;6;9;ATK%;38;HP%;5;0;14.0;;;;;;;;;12.0;9.0;Hero;66.36;8.875
481;row_1087;1087;41408285220;0;0;Inventory;Inventory;False;61.82;Endure;1;6;9;ATK flat;94;CRate;6;0;;;;;13.0;;;;256.0;16.0;;Hero;68.96;9.299666666666667
482;row_1092;1092;41403377353;0;0;Inventory;Inventory;False;57.54;Endure;3;6;6;DEF flat;70;CDmg;7;0;;;;;;;;;;15.0;4.0;Rare;71.82;8.666666666666668
483;row_1099;1099;41408745525;0;0;Inventory;Inventory;False;61.4;Endure;6;6;9;DEF%;38;;0;0;;;;;5.0;;;;;17.0;10.0;Hero;68.55;8.958333333333334
484;row_1101;1101;41414172601;0;0;Inventory;Inventory;False;55.26;Fatal;1;6;9;ATK flat;94;ATK%;5;0;;;;19.0;;;;;158.0;10.0;;Hero;62.4;7.5440000000000005
485;row_1103;1103;41392559995;0;0;Inventory;Inventory;False;45.13;Violent;2;6;6;DEF%;29;CRate;5;0;;;;12.0;;;;13.0;;;;Rare;59.42;5.958333333333334
486;row_1105;1105;41424900754;94;0;Colleen;Inventory;False;60.71;Violent;3;6;9;DEF flat;94;HP%;5;0;13.0;;;6.0;;;;;;15.0;;Hero;67.85;9.0
487;row_1106;1106;41425240659;117;0;Jamire;Inventory;False;59.48;Violent;3;6;12;DEF flat;118;;0;1;;4.0;;6.0;;;;;;10.0;22.0;Legend;59.48;8.321428571428571
488;row_1114;1114;41425436008;0;0;Inventory;Inventory;False;51.47;Violent;6;6;9;DEF%;38;RES;8;0;;21.0;;5.0;;;;;;;12.0;Hero;58.62;7.625
489;row_1116;1116;41390598984;110;0;Chasun;Inventory;True;59.31;Nemesis;4;6;12;HP%;47;;0;0;13.0;;;;17.0;;;;;7.0;16.0;Legend;59.31;8.75
490;row_1118;1118;41397970486;0;0;Inventory;Inventory;False;57.6;Will;6;6;9;HP%;38;;0;0;;4.0;;;21.0;;;;;12.0;;Hero;64.75;8.196428571428571
491;row_1119;1119;41391732854;0;0;Inventory;Inventory;False;57.44;Shield;1;6;6;ATK flat;70;HP flat;309;0;;5.0;;;;;;;;16.0;;Rare;71.73;8.459619047619046
492;row_1127;1127;41403287213;0;0;Inventory;Inventory;False;56.39;Shield;2;6;9;HP%;38;ATK flat;11;0;13.0;9.0;;;;;;;;11.0;;Hero;63.53;7.852380952380952
493;row_1131;1131;41424734421;0;0;Inventory;Inventory;False;44.48;Shield;2;6;6;SPD;19;CDmg;5;0;;;;;;;;;228.0;;16.0;Rare;58.77;5.684952380952381
494;row_1132;1132;41424772958;0;0;Inventory;Inventory;False;52.79;Shield;2;6;9;HP%;38;SPD;5;0;;10.0;;11.0;;15.0;;;;;;Hero;59.94;7.345238095238096
495;row_1133;1133;41425094940;0;0;Inventory;Inventory;False;47.21;Shield;2;6;9;SPD;25;;0;0;16.0;;;;;8.0;;;;;11.0;Hero;54.35;5.833333333333333
496;row_1143;1143;41403587002;0;0;Inventory;Inventory;False;57.14;Shield;6;6;6;ATK%;29;CDmg;7;0;;;;;;;;;;12.0;12.0;Rare;71.42;9.0
497;row_1152;1152;41402698313;88;0;Talia;Inventory;False;62.78;Revenge;3;6;12;DEF flat;118;;0;0;;;;8.0;;27.0;;12.0;;11.0;;Legend;62.78;9.541666666666666
498;row_1165;1165;41403083546;0;127;Inventory;Homunculus - Hypernox;False;44.05;Violent;2;6;9;SPD;25;;0;0;;;17.0;;;15.0;48.0;;;;;Hero;51.19;4.5
499;row_1172;1172;41455182068;0;0;Inventory;Inventory;False;53.17;Swift;1;6;9;ATK flat;94;;0;0;;;;13.0;;;;;529.0;10.0;;Hero;60.31;6.663666666666667
500;row_1173;1173;41462150226;8;0;Velajuel;Inventory;False;55.05;Swift;1;6;9;ATK flat;94;;0;0;;;;9.0;12.0;;;;;11.0;;Hero;62.2;7.291666666666666
501;row_1174;1174;41466521736;6;0;Verdehile;Inventory;False;51.58;Swift;3;6;6;DEF flat;70;;0;0;;;;;;;;;;10.0;10.0;Rare;65.87;7.0
502;row_1175;1175;41455091745;1195;0;Savannah;Inventory;False;59.7;Swift;4;6;12;CDmg;59;ATK flat;18;1;;;;;;6.0;;7.0;;14.0;6.0;Rare;59.7;7.741666666666667
503;row_1187;1187;41438275356;0;0;Inventory;Inventory;False;46.84;Rage;2;6;9;SPD;25;ATK%;7;0;21.0;;16.0;;;;31.0;;;;;Hero;53.99;5.675
504;row_1190;1190;41455596033;0;0;Inventory;Inventory;False;52.08;Fatal;1;6;6;ATK flat;70;;0;0;;;;;;;;15.0;;10.0;;Rare;66.36;7.208333333333334
505;row_1191;1191;41442144241;0;0;Inventory;Inventory;False;44.63;Fatal;2;6;6;ATK%;29;;0;0;;14.0;;;;14.0;;;;;;Rare;58.92;5.75
506;row_1193;1193;41442018652;0;0;Inventory;Inventory;False;56.24;Fatal;3;6;9;DEF flat;94;;0;0;5.0;;;;;;;16.0;;12.0;;Hero;63.39;7.625
507;row_1196;1196;41441945890;0;0;Inventory;Inventory;False;51.48;Fatal;6;6;6;ATK%;29;RES;8;0;;;;13.0;;;;;;8.0;;Rare;65.77;7.291666666666666
508;row_1205;1205;41461489539;0;0;Inventory;Inventory;False;61.3;Destroy;3;6;9;DEF flat;94;ACC;4;0;11.0;;;;;;;7.0;;16.0;;Hero;68.45;9.083333333333332
509;row_1208;1208;41438088134;126;0;Eirgar;Inventory;False;60.53;Fight;6;6;9;ATK%;38;;0;0;13.0;;12.0;;;;;;;17.0;;Hero;67.68;8.591666666666667
510;row_1219;1219;41481913069;145;0;Tyron;Inventory;False;61.61;Energy;4;6;9;HP%;38;;0;0;;;;8.0;;;15.0;;;19.0;;Hero;68.75;8.708333333333332
511;row_1224;1224;41481912124;145;0;Tyron;Inventory;False;45.91;Swift;2;6;15;SPD;42;;0;0;;;17.0;14.0;;;;11.0;551.0;;;Hero;45.91;4.284666666666666
512;row_1225;1225;41483016700;0;0;Inventory;Inventory;False;52.91;Swift;2;6;9;HP%;38;DEF flat;19;0;20.0;;;;10.0;;;;;6.0;;Hero;60.05;7.225
513;row_1227;1227;41481334723;11;0;Cheongpung;Inventory;False;49.63;Swift;6;6;9;HP%;38;HP flat;314;0;;10.0;;12.0;;;;;;5.0;;Rare;56.77;6.0139047619047625
514;row_1228;1228;41481912126;145;0;Tyron;Inventory;False;52.07;Swift;6;6;15;DEF%;63;;0;0;;;;13.0;8.0;;;18.0;;4.0;;Hero;52.07;6.208333333333333
515;row_1233;1233;41483054906;0;0;Inventory;Inventory;False;55.61;Fatal;1;6;6;ATK flat;70;;0;0;;6.0;;;;;;;;15.0;;Rare;69.9;7.857142857142857
516;row_1236;1236;41484013266;109;0;Lushen;Inventory;False;56.94;Fatal;6;6;9;ATK%;38;HP flat;220;0;;;;;;;;13.0;;11.0;9.0;Hero;64.09;8.084999999999999
517;row_1237;1237;41481229743;0;0;Inventory;Inventory;False;55.84;Despair;4;6;9;HP%;38;ACC;7;0;;11.0;;;;;;;381.0;11.0;;Hero;62.98;7.621095238095238
518;row_1241;1241;41481917460;0;0;Inventory;Inventory;False;44.06;Violent;2;6;9;SPD;25;;0;0;8.0;;;;;12.0;;;754.0;;;Hero;51.2;4.505333333333334
519;row_1242;1242;41478388479;1;0;Anavel;Inventory;False;54.82;Violent;4;6;6;HP%;29;ATK%;6;0;;;;;;;11.0;;;14.0;;Rare;69.11;7.691666666666667
520;row_1243;1243;41478338148;0;0;Inventory;Inventory;False;46.68;Violent;6;6;9;ATK%;38;;0;0;;13.0;15.0;;;;;19.0;;;;Hero;53.82;5.607142857142858
521;row_1244;1244;41481917462;154;0;Lisa;Inventory;False;49.26;Violent;6;6;9;HP%;38;;0;0;20.0;;;;;;;;517.0;5.0;;Hero;56.4;5.856
522;row_1246;1246;41481916771;124;0;Dias;Inventory;False;54.64;Revenge;4;6;9;HP%;38;;0;0;15.0;;;;;;23.0;;;11.0;;Hero;61.78;7.116666666666667
523;row_1253;1253;41485191882;0;0;Inventory;Inventory;False;57.73;Energy;5;6;6;HP flat;1080;DEF%;7;0;;;;7.0;;;;;;15.0;;Rare;72.02;8.75
524;row_1259;1259;41484625854;0;0;Inventory;Inventory;False;55.95;Swift;1;6;6;ATK flat;70;RES;7;0;;;;;;;;5.0;;14.0;;Rare;70.23;8.166666666666668
525;row_1260;1260;41491218484;151;0;Spectra;Inventory;False;61.4;Swift;1;6;9;ATK flat;94;ATK%;8;1;6.0;;;;;;;;404.0;17.0;;Hero;68.54;8.955333333333334
526;row_1266;1266;41499703548;0;0;Inventory;Inventory;False;61.75;Swift;6;6;12;RES;48;ACC;7;0;;6.0;;;;;;19.0;;11.0;8.0;Legend;61.75;9.107142857142856
527;row_1270;1270;41484758681;0;0;Inventory;Inventory;False;62.91;Blade;6;6;9;ATK%;38;HP flat;317;0;;;;7.0;;5.0;;;;19.0;;Hero;70.05;9.256
528;row_1272;1272;41484656099;0;0;Inventory;Inventory;False;58.33;Fatal;1;6;9;ATK flat;94;;0;0;13.0;;;15.0;;;;;;12.0;;Hero;65.47;8.5
529;row_1273;1273;41499608560;109;0;Lushen;Inventory;False;59.69;Fatal;1;6;12;ATK flat;118;;0;0;;9.0;;;21.0;;;;;9.0;10.0;Legend;59.69;8.577380952380953
530;row_1274;1274;41484854852;0;0;Inventory;Inventory;False;55.65;Fatal;2;6;6;ATK%;29;;0;0;;;;;;7.0;;;;15.0;;Rare;69.94;7.875
531;row_1283;1283;41490522131;0;0;Inventory;Inventory;False;54.41;Will;2;6;9;DEF%;38;;0;0;;13.0;;8.0;;;;;;10.0;;Hero;61.56;7.190476190476192
532;row_1284;1284;41507411167;0;0;Inventory;Inventory;False;50.24;Will;2;6;6;DEF%;29;;0;0;;;24.0;;;;;;;11.0;;Rare;64.53;6.266666666666667
533;row_1286;1286;41490573746;11;0;Cheongpung;Inventory;False;63.89;Will;3;6;12;DEF flat;118;;0;0;;19.0;;;;5.0;;;;15.0;6.0;Legend;63.89;9.339285714285715
534;row_1287;1287;41507910047;15;0;Fran;Inventory;True;58.36;Will;4;6;12;HP%;47;;0;0;26.0;8.0;;;17.0;;;;;6.0;;Legend;58.36;8.517857142857142
535;row_1300;1300;41513351635;131;0;Tesarion;Inventory;False;63.09;Swift;5;6;12;HP flat;1800;;0;1;13.0;;;;;5.0;;14.0;;15.0;;Legend;63.09;9.0
536;row_1301;1301;41513349969;0;0;Inventory;Inventory;False;45.13;Rage;2;6;9;SPD;25;;0;0;;;25.0;;12.0;;;;;;11.0;Hero;52.28;4.958333333333333
537;row_1302;1302;41513349970;0;0;Inventory;Inventory;False;55.05;Rage;3;6;9;DEF flat;94;;0;0;;;;13.0;;;;;;11.0;6.0;Hero;62.2;7.291666666666666
538;row_1303;1303;41513352229;0;0;Inventory;Inventory;False;54.58;Fatal;6;6;12;RES;48;;0;0;;;27.0;;6.0;;;28.0;;6.0;;Legend;54.58;6.925
539;row_1304;1304;41513350487;0;0;Inventory;Inventory;False;48.51;Will;4;6;9;CDmg;47;;0;0;;;;;12.0;;;;657.0;6.0;;Hero;55.66;5.3759999999999994
540;row_1305;1305;41513350488;0;0;Inventory;Inventory;False;48.43;Will;6;6;9;ATK%;38;;0;0;;;47.0;;;;;;;5.0;10.0;Hero;55.58;5.508333333333334
541;row_1313;1313;41574923263;0;0;Inventory;Inventory;True;43.71;Energy;2;5;12;SPD;29;;0;0;;;23.0;;;16.0;;9.0;547.0;;;Legend;43.71;4.429333333333333
542;row_1314;1314;41551930765;0;0;Inventory;Inventory;False;55.65;Guard;2;6;9;HP%;38;;0;0;4.0;;;;15.0;;;;;12.0;;Hero;62.79;7.375
543;row_1317;1317;41583232575;0;0;Inventory;Inventory;False;53.83;Guard;2;6;9;HP%;38;ACC;5;0;;;;;;;26.0;;;9.0;11.0;Hero;60.97;7.108333333333333
544;row_1318;1318;41597414332;0;0;Inventory;Inventory;False;43.35;Guard;2;6;6;SPD;19;;0;0;15.0;;;;;;;;;;8.0;Rare;57.63;5.208333333333333
545;row_1322;1322;41554413078;0;0;Inventory;Inventory;True;50.34;Blade;2;5;12;SPD;29;CDmg;3;0;;;;9.0;19.0;9.0;;;;;13.0;Legend;50.34;7.220238095238095
546;row_1326;1326;41551900800;0;0;Inventory;Inventory;False;40.87;Focus;2;6;6;SPD;19;HP flat;255;0;;;;;;;33.0;;;;6.0;Rare;55.16;4.165
547;row_1329;1329;41555582858;0;0;Inventory;Inventory;False;51.88;Focus;2;6;6;ATK%;29;HP%;5;0;;;;;;;;;;9.0;10.0;Rare;66.17;7.291666666666667
548;row_1331;1331;41597530450;0;0;Inventory;Inventory;False;43.7;Focus;2;6;6;SPD;19;;0;0;;6.0;;;;20.0;;;;;;Rare;57.99;5.357142857142858
549;row_1342;1342;41555182575;0;0;Inventory;Inventory;False;48.37;Endure;2;6;9;SPD;25;HP%;5;0;12.0;18.0;;;5.0;;;;;;;Hero;55.51;6.321428571428571
550;row_1344;1344;41587230963;0;0;Inventory;Inventory;False;43.15;Endure;2;6;6;SPD;19;;0;0;;;15.0;;;;;22.0;;;;Rare;57.44;5.125
551;row_1346;1346;41597863068;0;0;Inventory;Inventory;False;46.12;Endure;2;6;9;SPD;25;;0;0;14.0;;;;;8.0;;13.0;;;;Hero;53.26;5.375
552;row_1348;1348;41551699875;0;0;Inventory;Inventory;False;60.41;Endure;4;6;9;CDmg;47;HP%;8;0;19.0;;;;8.0;;;;;12.0;;Hero;67.55;9.375
553;row_1349;1349;41553385049;0;0;Inventory;Inventory;False;53.86;Endure;4;6;6;CDmg;35;RES;8;0;;;;;13.0;;;;;10.0;;Rare;68.15;7.958333333333334
554;row_1361;1361;41597934482;94;0;Colleen;Inventory;False;57.15;Violent;1;6;9;ATK flat;94;;0;0;;;;21.0;;;;;284.0;12.0;;Hero;64.29;8.003666666666668
555;row_1362;1362;41551799519;1;0;Anavel;Inventory;False;47.85;Violent;2;6;9;SPD;25;ATK%;5;0;21.0;;;;;11.0;19.0;;;;;Hero;54.99;6.1
556;row_1363;1363;41569737452;0;0;Inventory;Inventory;False;49.52;Violent;2;6;6;ATK%;29;HP%;7;0;;17.0;;;;;;;;5.0;;Rare;63.81;6.970238095238095
557;row_1367;1367;41569101099;0;0;Inventory;Inventory;False;57.73;Violent;5;6;6;HP flat;1080;CRate;6;0;;;;;6.0;;;;;15.0;;Rare;72.02;8.75
558;row_1368;1368;41574622982;0;0;Inventory;Inventory;False;45.7;Violent;6;6;6;DEF%;29;SPD;5;0;;;41.0;;;;;;;;4.0;Rare;59.98;5.358333333333333
559;row_1370;1370;41554854467;110;0;Chasun;Inventory;True;61.94;Nemesis;3;6;12;DEF flat;118;;0;0;16.0;8.0;;;;;;15.0;;12.0;;Hero;61.94;9.017857142857142
560;row_1377;1377;41597406116;0;0;Inventory;Inventory;False;42.52;Shield;2;6;6;SPD;19;DEF%;7;0;;9.0;28.0;;;;;;;;;Rare;56.81;4.860714285714286
561;row_1381;1381;41539728002;0;0;Inventory;Inventory;False;52.27;Shield;6;6;9;HP%;38;;0;0;;;;;13.0;;;;;6.0;14.0;Hero;59.42;6.958333333333334
562;row_1388;1388;41552990578;0;0;Inventory;Inventory;False;41.78;Revenge;2;6;6;SPD;19;;0;0;;;22.0;;;;;;;;12.0;Rare;56.07;4.55
563;row_1389;1389;41555755561;0;0;Inventory;Inventory;False;46.3;Revenge;2;6;12;SPD;31;RES;6;0;;;27.0;;;;35.0;;358.0;;10.0;Legend;46.3;4.444
564;row_1390;1390;41578656547;0;0;Inventory;Inventory;False;41.44;Revenge;2;6;6;SPD;19;;0;0;;;;;;;;17.0;210.0;;;Rare;55.72;4.405
565;row_1392;1392;41539679300;0;0;Inventory;Inventory;False;59.22;Revenge;5;6;6;HP flat;1080;DEF%;8;0;;;;;;;;7.0;;16.0;;Rare;73.51;9.208333333333332
566;row_1405;1405;41551828469;16;126;Loren;Eirgar;False;59.51;Violent;5;6;12;HP flat;1800;;0;0;;;;15.0;13.0;16.0;;;;9.0;;Legend;59.51;8.5
567;row_1406;1406;41649424457;0;0;Inventory;Inventory;True;40.7;Energy;2;5;6;SPD;17;;0;0;;;;;;16.0;;;;;7.0;Rare;54.98;5.166666666666667
568;row_1408;1408;41735708919;145;0;Tyron;Inventory;True;62.1;Energy;3;5;12;DEF flat;99;;0;0;6.0;;;14.0;;;;;;20.0;5.0;Legend;62.1;10.000000000000002
569;row_1413;1413;41606579165;0;0;Inventory;Inventory;False;46.63;Guard;2;6;9;SPD;25;DEF%;8;0;5.0;;;;;;;14.0;909.0;;;Hero;53.78;5.587
570;row_1414;1414;41607191763;0;0;Inventory;Inventory;False;44.44;Guard;2;6;9;SPD;25;;0;0;16.0;5.0;;;;;;;713.0;;;Hero;51.58;4.664952380952381
571;row_1428;1428;41643448474;0;0;Inventory;Inventory;False;42.6;Swift;6;5;6;ATK%;22;;0;0;;;;;;10.0;;;;9.0;;Rare;56.88;6.25
572;row_1430;1430;41603342320;0;0;Inventory;Inventory;True;44.11;Blade;2;5;12;SPD;29;;0;0;;7.0;;15.0;;9.0;24.0;;;;;Legend;44.11;4.6
573;row_1433;1433;41635986462;0;0;Inventory;Inventory;False;56.24;Rage;1;6;9;ATK flat;94;ACC;7;0;11.0;;;;;;;;654.0;11.0;;Hero;63.38;7.788666666666666
574;row_1434;1434;41649267825;0;0;Inventory;Inventory;True;51.36;Rage;1;5;9;ATK flat;78;;0;0;;;;14.0;;;;;;13.0;4.0;Hero;58.5;7.75
575;row_1438;1438;41645105286;0;0;Inventory;Inventory;False;50.58;Rage;2;6;9;ATK%;38;CRate;6;0;;7.0;;14.0;;20.0;;;;;;Hero;57.72;7.25
576;row_1439;1439;41648910192;0;0;Inventory;Inventory;False;51.68;Rage;2;6;9;HP%;38;;0;0;;;;;27.0;;;;;5.0;5.0;Hero;58.82;6.875
577;row_1441;1441;41605158912;0;0;Inventory;Inventory;False;55.95;Rage;3;6;9;DEF flat;94;;0;0;;14.0;;8.0;;;;;;11.0;;Hero;63.09;7.666666666666666
578;row_1442;1442;41634888956;0;0;Inventory;Inventory;True;50.76;Rage;3;5;9;DEF flat;78;HP%;6;0;;;;;;14.0;;;429.0;11.0;;Hero;57.91;7.738666666666667
579;row_1443;1443;41636039326;0;0;Inventory;Inventory;False;53.17;Rage;3;6;6;DEF flat;70;;0;0;;;;;;;;;;11.0;11.0;Rare;67.46;7.5
580;row_1444;1444;41647248214;0;0;Inventory;Inventory;False;56.16;Rage;3;6;9;DEF flat;94;RES;5;0;;;;;;;;6.0;535.0;13.0;;Hero;63.31;7.421666666666667
581;row_1448;1448;41636022800;0;0;Inventory;Inventory;False;52.51;Rage;5;6;9;HP flat;1440;ACC;4;0;;;37.0;;;;25.0;;;10.0;;Hero;59.65;6.383333333333334
582;row_1449;1449;41636470941;0;0;Inventory;Inventory;False;53.58;Rage;5;6;9;HP flat;1440;DEF%;8;0;;;20.0;;;;40.0;;;10.0;;Hero;60.72;6.833333333333334
583;row_1455;1455;41613819153;0;0;Inventory;Inventory;False;58.03;Focus;4;6;9;HP%;38;;0;0;7.0;;;12.0;;;;;;14.0;;Hero;65.17;8.041666666666668
584;row_1463;1463;41622053415;0;0;Inventory;Inventory;True;60.25;Endure;1;6;9;ATK flat;94;CDmg;6;0;;;;17.0;;;;;618.0;13.0;;Hero;67.39;9.13947619047619
585;row_1464;1464;41649352182;0;0;Inventory;Inventory;True;41.48;Endure;2;5;9;SPD;23;HP flat;274;0;;;;;;7.0;40.0;10.0;;;;Hero;48.62;4.490333333333334
