s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"DEF%";28;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"row_882";882;40501019149;46;46;"Dongbaek *";"Dongbaek";true;92.86;"Energy";3;6;12;"DEF flat";118;"";0;0;10;"-";"-";10;"-";28;"-";"-";"-";12;"-";"Legend";92.86
"ACC";8;{"enchanted":false,"gvalue":0};"DEF flat";35;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"row_883";883;40936302954;46;46;"Dongbaek *";"Dongbaek";false;79.17;"Will";4;6;15;"HP%";63;"";0;0;"-";"-";"-";8;"-";15;35;"-";"-";"-";14;"Legend";79.17
"SPD";12;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"HP flat";361;{"enchanted":false,"gvalue":0};"row_884";884;43024922248;46;46;"Dongbaek *";"Dongbaek";false;75.76;"Energy";6;6;15;"HP%";63;"ATK%";7;0;4;"-";"-";"-";"-";14;"-";"-";361;12;"-";"Rare";75.76
"RES";6;{"enchanted":false,"gvalue":0};"HP flat";219;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":0};"";0;{};"row_885";885;42950688219;0;47;"Inventory";"Dias";false;66.97;"Energy";1;6;9;"ATK flat";94;"";0;1;6;"-";"-";"-";"-";"-";"-";"-";219;20;"-";"Hero";74.11
"ACC";9;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_886";886;41386642415;47;47;"Dias *";"Dias";false;66.37;"Guard";2;6;9;"HP%";38;"";0;0;"-";"-";"-";9;"-";"-";"-";"-";"-";11;8;"Hero";73.51
"DEF%";15;{"enchanted":false,"gvalue":0};"HP flat";341;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_887";887;36054419265;47;47;"Dias *";"Dias";true;80.33;"Energy";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";15;"-";10;341;16;"-";"Hero";80.33
"DEF flat";23;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_888";888;41481916771;47;47;"Dias *";"Dias";false;66.31;"Revenge";4;6;9;"HP%";38;"";0;0;15;"-";"-";"-";"-";"-";23;"-";"-";11;"-";"Hero";73.45
"SPD";18;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_889";889;36560304697;47;47;"Dias *";"Dias";false;75;"Guard";5;6;9;"HP flat";1440;"CDmg";7;0;"-";"-";"-";"-";6;"-";"-";6;"-";18;"-";"Rare";82.14
"CDmg";6;{"enchanted":false,"gvalue":0};"DEF flat";29;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"row_890";890;42910233790;47;47;"Dias *";"Dias";false;64.87;"Revenge";6;6;9;"HP%";38;"";0;0;"-";6;"-";"-";"-";"-";29;"-";"-";15;"-";"Hero";72.02
"SPD";15;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_891";891;39318044320;48;48;"Kro";"Kro";false;73.81;"Rage";1;6;9;"ATK flat";94;"CRate";5;0;"-";"-";"-";"-";8;"-";"-";8;"-";15;"-";"Rare";80.95
"HP%";16;{"enchanted":false,"gvalue":0};"HP flat";404;{"enchanted":false,"gvalue":0};"CRate";19;{"enchanted":false,"gvalue":0};"";0;{};"row_892";892;42003901492;48;48;"Kro";"Kro";true;76.47;"Rage";2;6;9;"ATK%";38;"";0;0;"-";"-";"-";"-";"-";"-";"-";16;404;"-";19;"Hero";83.61
"DEF%";14;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"";0;{};"row_893";893;39506222410;48;48;"Kro";"Kro";false;77.81;"Rage";3;6;9;"DEF flat";94;"HP flat";358;0;"-";"-";"-";"-";"-";14;"-";"-";"-";11;11;"Hero";84.96
"HP%";8;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":true,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":5};"ACC";13;{"enchanted":false,"gvalue":0};"row_894";894;40942530180;48;48;"Kro";"Kro";false;79.76;"Will";4;6;15;"CRate";58;"HP flat";219;0;"-";7;"-";13;18;"-";"-";8;"-";"-";"-";"Legend";79.76
"SPD";14;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_895";895;39317845860;48;48;"Kro";"Kro";false;66.96;"Rage";5;6;9;"HP flat";1440;"CRate";4;0;"-";"-";"-";5;6;"-";"-";"-";"-";14;"-";"Rare";74.11
"DEF%";8;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"DEF flat";30;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"row_896";896;38243434604;48;48;"Kro";"Kro";false;66.41;"Rage";6;6;15;"ATK%";63;"ATK flat";20;0;"-";5;"-";"-";"-";8;30;"-";"-";8;"-";"Rare";66.41
"RES";10;{"enchanted":false,"gvalue":0};"HP flat";182;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_897";897;31703715607;49;49;"Eirgar *";"Eirgar";false;78.52;"Fight";1;6;12;"ATK flat";118;"";0;0;10;"-";"-";"-";"-";"-";"-";"-";182;17;10;"Legend";78.52
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"";0;{};"row_898";898;35861574367;49;49;"Eirgar *";"Eirgar";false;70.3;"Fight";2;6;9;"HP%";38;"DEF flat";17;0;"-";"-";"-";18;"-";"-";"-";"-";"-";8;5;"Hero";77.44
"SPD";10;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_899";899;42698639824;49;49;"Eirgar *";"Eirgar";false;59.52;"Fight";4;6;6;"DEF%";29;"CRate";4;0;"-";"-";"-";8;"-";"-";"-";"-";"-";10;"-";"Rare";73.81
"SPD";16;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_900";900;39620727322;49;49;"Eirgar *";"Eirgar";false;70.83;"Fight";5;6;9;"HP flat";1440;"DEF%";5;0;"-";"-";"-";"-";"-";"-";"-";5;"-";16;6;"Rare";77.98
"ATK flat";12;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"row_901";901;41438088134;49;49;"Eirgar *";"Eirgar";false;69.7;"Fight";6;6;9;"ATK%";38;"";0;0;13;"-";12;"-";"-";"-";"-";"-";"-";17;"-";"Hero";76.85
"ACC";14;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_902";902;36338241950;33;50;"Cheongpung";"Homunculus - Hypernox";false;79.76;"Violent";1;6;9;"ATK flat";94;"HP%";6;1;"-";"-";"-";14;"-";"-";"-";"-";"-";16;6;"Hero";86.9
"DEF flat";36;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_903";903;40117237690;50;50;"Homunculus - Hypernox";"Homunculus - Hypernox";false;79.64;"Violent";2;6;15;"SPD";42;"CRate";6;0;6;"-";"-";7;"-";21;36;"-";"-";"-";"-";"Hero";79.64
"SPD";15;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_904";904;42323441209;0;50;"Inventory";"Homunculus - Hypernox";false;73.21;"Revenge";3;6;9;"DEF flat";94;"";0;0;8;"-";"-";"-";"-";"-";"-";14;"-";15;"-";"Hero";80.36
"SPD";10;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"row_905";905;38076876363;0;50;"Inventory";"Homunculus - Hypernox";false;79.97;"Violent";4;6;14;"DEF%";53;"DEF flat";19;0;"-";10;"-";14;7;"-";"-";"-";"-";10;"-";"Hero";79.97
"SPD";9;{"enchanted":false,"gvalue":4};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";37;{"enchanted":false,"gvalue":7};"ACC";7;{"enchanted":true,"gvalue":0};"row_906";906;38524695520;107;50;"Taor";"Homunculus - Hypernox";false;99.11;"Revenge";5;6;12;"HP flat";1800;"CDmg";7;0;"-";"-";"-";7;7;"-";"-";37;"-";9;"-";"Hero";99.11
"ACC";6;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"DEF flat";17;{"enchanted":false,"gvalue":0};"HP flat";226;{"enchanted":false,"gvalue":0};"row_907";907;41297007676;20;50;"Perna";"Homunculus - Hypernox";false;62.93;"Violent";6;6;12;"DEF%";47;"";0;1;"-";"-";"-";6;"-";"-";17;"-";226;14;"-";"Rare";62.93
"HP flat";347;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_908";908;41610709713;0;55;"Inventory";"Rainbowmon";false;46.29;"Tolerance";2;5;6;"SPD";17;"";0;0;11;"-";"-";"-";"-";"-";"-";"-";347;"-";"-";"Rare";60.58
"HP%";7;{"enchanted":false,"gvalue":0};"DEF flat";31;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_909";909;41610398341;0;56;"Inventory";"Rainbowmon 2";false;44.95;"Accuracy";2;5;6;"SPD";17;"";0;0;"-";"-";"-";"-";"-";"-";31;7;"-";"-";"-";"Rare";59.23
"CRate";8;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_910";910;40936305804;0;56;"Inventory";"Rainbowmon 2";false;53.02;"Violent";6;5;6;"ATK%";22;"ACC";3;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";10;8;"Rare";67.3
"ACC";14;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_911";911;43277231764;0;75;"Inventory";"Shakan";false;67.43;"Determination";1;6;6;"ATK flat";70;"CDmg";6;0;"-";"-";"-";14;"-";"-";"-";"-";"-";11;"-";"Rare";81.72
"DEF%";6;{"enchanted":false,"gvalue":0};"ATK%";17;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_912";912;43076524548;0;157;"Inventory";"Isael *";false;53.7;"Will";2;5;6;"SPD";17;"";0;0;"-";"-";"-";"-";17;6;"-";"-";"-";"-";"-";"Rare";67.98
"SPD";15;{"enchanted":false,"gvalue":0};"CRate";3;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_913";913;43076523508;0;157;"Inventory";"Isael *";false;50.34;"Will";4;5;6;"DEF%";22;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";15;3;"Rare";64.63
"SPD";9;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_914";914;43076527369;0;157;"Inventory";"Isael *";false;59.8;"Will";6;5;9;"ATK%";29;"ATK flat";13;0;8;"-";"-";"-";"-";"-";"-";12;"-";9;"-";"Hero";66.95
"HP%";8;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_915";915;43735268844;0;0;"Inventory";"Inventory";false;62.2;"Energy";1;6;0;"ATK flat";22;"SPD";5;0;"-";"-";"-";7;"-";"-";"-";8;"-";"-";6;"Hero";90.77
"ATK%";10;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_916";916;43736550949;0;0;"Inventory";"Inventory";true;69.39;"Energy";1;6;0;"ATK flat";22;"SPD";4;0;"-";5;"-";10;10;"-";"-";"-";"-";"-";5;"Legend";97.96
"ACC";6;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_917";917;43512942002;0;0;"Inventory";"Inventory";false;54.17;"Energy";3;6;0;"DEF flat";22;"DEF%";8;0;"-";"-";"-";6;"-";"-";"-";"-";"-";5;"-";"Rare";82.74
"HP%";7;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_918";918;43752858278;0;0;"Inventory";"Inventory";false;55.23;"Energy";3;6;0;"DEF flat";22;"CDmg";6;0;8;"-";"-";"-";"-";"-";"-";7;"-";"-";"-";"Rare";83.8
"ATK flat";12;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"";0;{};"row_919";919;43752411393;0;0;"Inventory";"Inventory";false;49.46;"Energy";5;6;0;"HP flat";360;"";0;0;6;"-";12;"-";"-";7;"-";"-";"-";"-";"-";"Hero";78.04
"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_920";920;43753825703;0;0;"Inventory";"Inventory";false;46.77;"Energy";6;6;0;"DEF%";11;"";0;0;"-";5;"-";"-";"-";"-";"-";"-";"-";5;"-";"Rare";75.34
"CDmg";4;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_921";921;43542829947;0;0;"Inventory";"Inventory";false;53.19;"Guard";1;6;0;"ATK flat";22;"";0;0;"-";4;"-";"-";7;"-";"-";"-";"-";6;"-";"Hero";81.76
"ATK%";7;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_922";922;43570062547;0;0;"Inventory";"Inventory";false;46.73;"Guard";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";7;"-";"-";"-";"-";4;"-";"Rare";75.3
"HP flat";232;{"enchanted":false,"gvalue":0};"ATK%";4;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";3;{"enchanted":false,"gvalue":0};"row_923";923;43706370091;0;0;"Inventory";"Inventory";false;46.63;"Guard";1;5;0;"ATK flat";15;"ACC";3;0;"-";"-";"-";"-";4;"-";"-";5;232;3;"-";"Legend";75.2
"SPD";5;{"enchanted":false,"gvalue":0};"HP flat";164;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_924";924;43740044899;0;0;"Inventory";"Inventory";false;55.73;"Guard";1;6;0;"ATK flat";22;"HP%";6;0;"-";"-";"-";"-";"-";"-";"-";"-";164;5;6;"Hero";84.3
"HP%";5;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_925";925;43527208765;0;0;"Inventory";"Inventory";false;42.14;"Guard";2;6;0;"SPD";7;"";0;0;"-";"-";"-";"-";"-";"-";11;5;"-";"-";"-";"Rare";70.71
"SPD";6;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_926";926;43512965152;0;0;"Inventory";"Inventory";false;48.98;"Guard";3;6;0;"DEF flat";22;"";0;0;"-";6;"-";"-";"-";"-";"-";"-";"-";6;"-";"Rare";77.55
"HP%";6;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_927";927;43542548880;0;0;"Inventory";"Inventory";false;52.98;"Guard";3;6;0;"DEF flat";22;"ACC";8;0;"-";"-";"-";"-";"-";"-";"-";6;"-";4;"-";"Rare";81.55
"SPD";4;{"enchanted":false,"gvalue":0};"HP flat";249;{"enchanted":false,"gvalue":0};"ATK flat";18;{"enchanted":false,"gvalue":0};"";0;{};"row_928";928;43668875316;0;0;"Inventory";"Inventory";false;46.06;"Guard";4;6;0;"HP%";11;"";0;0;"-";"-";18;"-";"-";"-";"-";"-";249;4;"-";"Hero";74.63
"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"";0;{};"row_929";929;43578442667;0;0;"Inventory";"Inventory";false;50.06;"Guard";5;6;0;"HP flat";360;"";0;0;"-";"-";17;"-";"-";6;"-";"-";"-";5;"-";"Hero";78.63
"ATK%";5;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_930";930;43617072335;0;0;"Inventory";"Inventory";false;59.69;"Guard";5;6;0;"HP flat";360;"ACC";7;0;"-";6;"-";"-";5;"-";"-";"-";"-";6;"-";"Hero";88.27
"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"DEF flat";18;{"enchanted":false,"gvalue":0};"";0;{};"row_931";931;43669186207;0;0;"Inventory";"Inventory";false;51;"Guard";5;6;0;"HP flat";360;"";0;0;"-";6;"-";"-";"-";"-";18;"-";"-";5;"-";"Hero";79.57
"CRate";4;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_932";932;43752951366;0;0;"Inventory";"Inventory";false;54.76;"Guard";5;6;0;"HP flat";360;"";0;0;8;"-";"-";"-";"-";"-";"-";"-";"-";6;4;"Hero";83.33
"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_933";933;43642630075;0;0;"Inventory";"Inventory";false;47.62;"Swift";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";8;"-";"-";"-";"-";4;"-";"Rare";76.19
"SPD";5;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_934";934;43753808601;0;0;"Inventory";"Inventory";false;53.27;"Swift";1;6;0;"ATK flat";22;"ATK%";6;0;7;"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"Rare";81.85
"CRate";4;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"DEF flat";14;{"enchanted":false,"gvalue":0};"";0;{};"row_935";935;43741322746;0;0;"Inventory";"Inventory";false;50.12;"Swift";2;6;0;"ATK%";11;"";0;0;"-";"-";"-";8;"-";"-";14;"-";"-";"-";4;"Hero";78.69
"SPD";4;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_936";936;43540642715;0;0;"Inventory";"Inventory";false;47.62;"Swift";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";"-";"-";"-";"-";8;"-";4;"-";"Rare";76.19
"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_937";937;43642661419;0;0;"Inventory";"Inventory";false;56.16;"Swift";3;6;0;"DEF flat";22;"CRate";5;0;"-";4;"-";"-";"-";"-";"-";5;"-";5;"-";"Hero";84.74
"ACC";8;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_938";938;43672048369;0;0;"Inventory";"Inventory";false;65.48;"Swift";3;6;3;"DEF flat";46;"HP%";5;0;"-";"-";"-";8;"-";7;"-";"-";"-";10;"-";"Hero";86.9
"CDmg";5;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_939";939;43741759020;0;0;"Inventory";"Inventory";false;46.77;"Swift";3;6;0;"DEF flat";22;"";0;0;"-";5;"-";"-";"-";"-";"-";"-";"-";5;"-";"Rare";75.34
"HP flat";222;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_940";940;43741977619;0;0;"Inventory";"Inventory";false;47.35;"Swift";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";4;"-";"-";"-";"-";222;5;"-";"Hero";75.92
"SPD";6;{"enchanted":false,"gvalue":0};"HP flat";238;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"row_941";941;43742347176;0;0;"Inventory";"Inventory";false;54.35;"Swift";4;6;0;"CDmg";11;"CRate";4;0;"-";"-";"-";5;"-";"-";"-";"-";238;6;"-";"Hero";82.92
"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"row_942";942;43742404953;0;0;"Inventory";"Inventory";false;49.91;"Swift";5;6;0;"HP flat";360;"";0;0;"-";4;"-";"-";"-";6;"-";"-";"-";4;"-";"Hero";78.49
"SPD";4;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_943";943;43762418148;0;0;"Inventory";"Inventory";false;39.69;"Swift";5;5;0;"HP flat";270;"";0;0;"-";"-";"-";5;"-";"-";"-";"-";"-";4;"-";"Rare";68.26
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_944";944;43735240101;0;0;"Inventory";"Inventory";false;47.62;"Swift";6;6;0;"ATK%";11;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";5;5;"Rare";76.19
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_945";945;43742501960;0;0;"Inventory";"Inventory";false;49.46;"Swift";6;6;0;"ATK%";11;"ATK flat";17;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";5;4;"Rare";78.04
"RES";7;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_946";946;43742569469;0;0;"Inventory";"Inventory";false;47.92;"Swift";6;6;0;"HP%";11;"";0;0;7;"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"Rare";76.49
"ATK%";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_947";947;43752351674;0;0;"Inventory";"Inventory";false;54.46;"Swift";6;6;0;"HP%";11;"RES";7;0;"-";"-";"-";"-";6;"-";"-";"-";"-";6;"-";"Rare";83.04
"HP%";5;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_948";948;43752887832;0;0;"Inventory";"Inventory";false;48.51;"Swift";6;6;1;"ATK%";14;"";0;0;4;"-";"-";"-";"-";"-";"-";5;"-";4;"-";"Hero";77.08
"SPD";5;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_949";949;43614544716;0;0;"Inventory";"Inventory";false;55.06;"Blade";1;6;0;"ATK flat";22;"ACC";7;0;"-";"-";"-";"-";8;"-";"-";"-";"-";5;"-";"Rare";83.63
"SPD";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_950";950;43752932093;0;0;"Inventory";"Inventory";false;48.21;"Blade";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";6;"-";"-";"-";"-";6;"-";"Rare";76.79
"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"ATK flat";20;{"enchanted":false,"gvalue":0};"row_951";951;43655414190;0;0;"Inventory";"Inventory";false;58.55;"Blade";2;6;0;"HP%";11;"DEF flat";16;0;"-";5;20;"-";"-";6;"-";"-";"-";5;"-";"Legend";87.13
"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"HP flat";203;{"enchanted":false,"gvalue":0};"";0;{};"row_952";952;43742058531;0;0;"Inventory";"Inventory";false;54.48;"Blade";2;6;0;"ATK%";11;"SPD";4;0;"-";6;"-";"-";"-";"-";"-";"-";203;"-";5;"Hero";83.06
"SPD";6;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_953";953;43735209918;0;0;"Inventory";"Inventory";false;62.5;"Blade";3;6;0;"DEF flat";22;"ACC";8;0;7;"-";"-";"-";"-";7;"-";"-";"-";6;"-";"Hero";91.07
"CRate";6;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_954";954;43736551944;0;0;"Inventory";"Inventory";true;46.73;"Blade";3;5;0;"DEF flat";15;"";0;0;"-";"-";"-";5;"-";"-";"-";"-";"-";4;6;"Hero";75.3
"ACC";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_955";955;43741337492;0;0;"Inventory";"Inventory";false;54.46;"Blade";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";6;"-";"-";"-";7;"-";6;"-";"Hero";83.04
"DEF flat";14;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_956";956;43741771177;0;0;"Inventory";"Inventory";false;45.36;"Blade";4;6;0;"CDmg";11;"";0;0;"-";"-";"-";"-";"-";"-";14;8;"-";"-";"-";"Rare";73.93
"HP flat";333;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_957";957;43752947857;0;0;"Inventory";"Inventory";false;46.03;"Blade";4;6;0;"DEF%";11;"";0;0;"-";7;"-";"-";"-";"-";"-";"-";333;"-";"-";"Rare";74.6
"DEF flat";13;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_958";958;43752365523;0;0;"Inventory";"Inventory";false;49.05;"Blade";5;6;0;"HP flat";360;"";0;0;"-";"-";"-";"-";7;"-";13;"-";"-";"-";4;"Hero";77.62
