	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	is_certain_set	num_powerup_incsub_left	flag
965	Inventory	False	Rage	3	6	0	DEF flat	22	DEF%	5	5.0			8.0				6.0		4.0		Legend	4.333333333333333	6.333333333333333	12.333333333333332	True	True	4.0	False
966	Inventory	False	Rage	3	6	0	DEF flat	22		0									144.0	5.0		Rare	1.8586666666666667	3.8586666666666667	7.858666666666666	True	True	2.0	False
967	Inventory	False	Rage	3	6	0	DEF flat	22	HP%	6				8.0		7.0				6.0		Hero	4.625	6.625	11.625	True	True	3.0	False
968	Inventory	False	Rage	3	6	0	DEF flat	22	DEF%	7	5.0							5.0		5.0		Hero	3.791666666666667	5.791666666666667	10.791666666666668	True	True	3.0	False
248	Inventory	False	Rage	4	6	15	ATK%	63		0	8.0	15.0		16.0			30.0					Legend	5.892857142857142	5.892857142857142	5.892857142857142	False	True	0.0	False
249	Inventory	False	Rage	4	6	9	CDmg	47	HP flat	299	22.0					6.0		8.0				Rare	4.898666666666666	5.398666666666666	5.898666666666666	False	True	0.0	False
250	Inventory	True	Rage	4	6	9	ATK%	38		0	22.0							10.0			11.0	Hero	5.833333333333333	6.333333333333333	6.833333333333333	False	True	0.0	False
251	Inventory	False	Rage	4	6	9	CDmg	47		0							12.0			12.0	11.0	Hero	6.133333333333333	6.633333333333333	7.133333333333333	False	True	0.0	False
252	Inventory	False	Rage	4	6	9	CDmg	47		0								5.0		4.0	15.0	Rare	4.458333333333333	4.958333333333333	5.458333333333333	False	True	0.0	False
253	Inventory	True	Rage	4	6	12	CRate	43		0				7.0				21.0	542.0	6.0		Hero	6.222666666666667	6.222666666666667	6.222666666666667	False	True	0.0	False
254	Verdehile	False	Rage	4	6	15	CRate	58		0	5.0				15.0			15.0		15.0		Legend	9.375	9.375	9.375	False	True	0.0	False
255	Inventory	False	Rage	4	6	15	CRate	58		0	10.0	23.0		8.0		5.0						Legend	6.160714285714286	6.160714285714286	6.160714285714286	False	True	0.0	False
256	Inventory	False	Rage	4	6	9	CDmg	47	DEF%	5			20.0					20.0		6.0		Rare	5.625	6.125	6.625	False	True	0.0	False
257	Baleygr	False	Rage	4	6	15	CDmg	80		0				11.0	19.0	7.0				12.0		Legend	8.625	8.625	8.625	False	True	0.0	False
969	Inventory	False	Rage	4	6	0	CDmg	11	ACC	6	8.0							8.0		4.0		Hero	4.083333333333333	6.083333333333333	11.083333333333332	False	True	3.0	False
970	Inventory	False	Rage	4	6	0	CDmg	11		0			12.0					8.0	218.0			Hero	1.5906666666666667	3.5906666666666665	5.5906666666666665	False	True	3.0	False
971	Inventory	False	Rage	4	6	0	CDmg	11		0				7.0						5.0		Rare	2.541666666666667	4.541666666666667	8.541666666666668	False	True	2.0	False
972	Inventory	False	Rage	4	6	0	CDmg	11	ACC	7						8.0			192.0			Rare	2.1310000000000002	4.131	6.131	False	True	2.0	False
258	Inventory	False	Rage	5	6	9	HP flat	1440		0					13.0		11.0			14.0		Hero	6.566666666666666	7.066666666666666	7.566666666666666	True	True	0.0	False
259	Inventory	False	Rage	5	6	9	HP flat	1440	DEF flat	20				4.0		27.0				5.0		Hero	6.041666666666667	6.541666666666667	7.041666666666667	True	True	0.0	False
260	Inventory	False	Rage	5	6	9	HP flat	1440	RES	4			31.0				15.0			16.0		Hero	6.9833333333333325	7.4833333333333325	7.9833333333333325	True	True	0.0	False
261	Inventory	False	Rage	5	6	9	HP flat	1440	ATK%	7	20.0	9.0								6.0		Hero	6.660714285714286	7.160714285714286	7.660714285714286	True	True	0.0	False
262	Inventory	False	Rage	5	6	9	HP flat	1440		0					6.0	20.0				12.0		Hero	7.25	7.75	8.25	True	True	0.0	False
263	Inventory	False	Rage	5	6	9	HP flat	1440	SPD	6		11.0		18.0			10.0					Hero	6.071428571428571	6.571428571428571	7.071428571428571	True	True	0.0	False
264	Inventory	False	Rage	5	6	6	HP flat	1080	ATK%	6							18.0			14.0		Rare	5.866666666666667	6.866666666666667	7.866666666666667	True	True	0.0	False
265	Inventory	False	Rage	5	6	9	HP flat	1440	ACC	8	6.0							27.0		5.0		Hero	6.791666666666667	7.291666666666667	7.791666666666667	True	True	0.0	False
266	Inventory	False	Rage	5	6	12	HP flat	1800		0				5.0		13.0	24.0			15.0		Legend	7.85	7.85	7.85	True	True	0.0	False
890	Kro	False	Rage	5	6	9	HP flat	1440	CRate	4				5.0	6.0					14.0		Rare	6.708333333333334	7.208333333333334	7.708333333333334	True	True	0.0	False
973	Inventory	False	Rage	5	6	0	HP flat	360	RES	5							15.0			4.0	4.0	Hero	3.0	5.0	10.0	True	True	3.0	False
974	Inventory	False	Rage	5	6	0	HP flat	360		0								6.0		5.0		Rare	2.416666666666667	4.416666666666667	8.416666666666668	True	True	2.0	False
975	Inventory	False	Rage	5	6	0	HP flat	360	HP%	5		4.0		7.0						6.0		Hero	4.071428571428571	6.071428571428571	11.071428571428571	True	True	3.0	False
976	Inventory	False	Rage	5	6	0	HP flat	360		0						5.0				4.0	6.0	Hero	2.958333333333333	4.958333333333333	9.958333333333332	True	True	3.0	False
267	Inventory	False	Rage	6	6	6	ATK%	29		0		12.0									11.0	Rare	3.5476190476190474	4.5476190476190474	5.5476190476190474	False	True	0.0	False
268	Baleygr	False	Rage	6	6	12	ATK%	47	ACC	6		11.0	29.0							6.0	10.0	Hero	6.713095238095238	6.713095238095238	6.713095238095238	False	True	0.0	False
269	Inventory	False	Rage	6	6	12	ATK%	47	ACC	7			19.0						190.0	10.0	12.0	Legend	6.9366666666666665	6.9366666666666665	6.9366666666666665	False	True	0.0	False
891	Kro	False	Rage	6	6	15	ATK%	63	ATK flat	20		5.0				8.0	30.0			8.0		Rare	5.6309523809523805	5.6309523809523805	5.6309523809523805	False	True	0.0	False
216	Inventory	True	Rage	1	5	9	ATK flat	78		0				14.0						13.0	4.0	Hero	6.75	7.25	7.75	True	True	0.0	False
233	Inventory	True	Rage	3	5	9	DEF flat	78	CDmg	3						15.0			273.0	14.0		Hero	7.334238095238096	7.834238095238096	8.334238095238096	True	True	0.0	False
241	Inventory	True	Rage	3	5	9	DEF flat	78	HP%	6						14.0			429.0	11.0		Hero	6.738666666666667	7.238666666666667	7.738666666666667	True	True	0.0	False
244	Inventory	False	Rage	3	5	12	DEF flat	99	HP%	6				9.0		9.0			263.0	11.0		Legend	7.017333333333333	7.017333333333333	7.017333333333333	True	True	0.0	False
748	Inventory	False	Revenge	1	6	6	ATK flat	70	ATK%	6				6.0						15.0		Rare	6.5	7.5	8.5	True	False	0.0	False
749	Inventory	False	Revenge	1	6	6	ATK flat	70	HP%	7									311.0	16.0		Rare	6.622999999999999	7.622999999999999	8.623	True	False	0.0	False
750	Inventory	False	Revenge	1	6	6	ATK flat	70	HP flat	195	5.0									16.0		Rare	6.218333333333333	7.218333333333333	8.218333333333334	True	False	0.0	False
751	Inventory	False	Revenge	1	6	6	ATK flat	70	ACC	8										17.0	4.0	Rare	7.333333333333334	8.333333333333334	9.333333333333334	True	False	0.0	False
1150	Inventory	False	Revenge	1	6	0	ATK flat	22		0				7.0						4.0		Rare	2.208333333333333	4.208333333333333	8.208333333333332	True	False	2.0	False
1151	Inventory	False	Revenge	1	6	0	ATK flat	22	RES	8								6.0	207.0	5.0		Hero	3.6926666666666668	5.692666666666667	10.692666666666668	True	False	3.0	False
1152	Inventory	False	Revenge	1	6	0	ATK flat	22		0	5.0							8.0		6.0		Hero	3.625	5.625	10.625	True	False	3.0	False
1153	Inventory	False	Revenge	1	6	0	ATK flat	22		0								8.0		4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	False	2.0	False
752	Inventory	False	Revenge	2	6	10	SPD	27	ACC	5		14.0						20.0			4.0	Hero	5.791666666666666	6.291666666666666	6.791666666666666	False	False	0.0	False
753	Inventory	False	Revenge	2	6	6	SPD	19		0			22.0								12.0	Rare	2.55	3.55	4.55	False	False	0.0	False
754	Inventory	False	Revenge	2	6	12	SPD	31	RES	6			27.0				35.0		358.0		10.0	Legend	4.444	4.444	4.444	False	False	0.0	False
755	Inventory	False	Revenge	2	6	6	SPD	19		0								17.0	210.0			Rare	2.4050000000000002	3.4050000000000002	4.405	False	False	0.0	False
756	Inventory	False	Revenge	2	6	9	ATK%	38	SPD	5				20.0					263.0		12.0	Hero	6.517333333333334	7.017333333333334	7.517333333333334	False	False	0.0	False
757	Inventory	False	Revenge	2	6	6	SPD	19	CDmg	5			11.0						814.0			Rare	2.0746190476190476	3.0746190476190476	4.074619047619048	False	False	0.0	False
758	Inventory	False	Revenge	2	6	9	SPD	25	CDmg	6	13.0		40.0			13.0						Hero	5.107142857142857	5.607142857142857	6.107142857142857	False	False	0.0	False
759	Inventory	False	Revenge	2	6	6	SPD	19	RES	5					13.0	14.0						Rare	4.0	5.0	6.0	False	False	0.0	False
760	Inventory	False	Revenge	2	6	6	SPD	19	CRate	6					21.0			7.0				Rare	4.5	5.5	6.5	False	False	0.0	False
761	Inventory	False	Revenge	2	6	9	DEF%	38		0		7.0							446.0	16.0		Hero	6.928	7.428	7.928	False	False	0.0	False
763	Taor	False	Revenge	2	6	15	SPD	42	DEF flat	19		12.0		5.0		6.0					16.0	Hero	6.23095238095238	6.23095238095238	6.23095238095238	False	False	0.0	False
764	Inventory	False	Revenge	2	6	12	SPD	31	DEF flat	15	22.0							11.0	439.0		6.0	Legend	6.085333333333333	6.085333333333333	6.085333333333333	False	False	0.0	False
852	Darion	False	Revenge	2	6	9	HP%	38	CDmg	6					15.0	8.0				17.0		Hero	9.398809523809526	9.898809523809526	10.398809523809526	False	False	0.0	False
1154	Inventory	False	Revenge	2	6	0	DEF%	11	SPD	6		4.0	15.0		6.0							Hero	3.696428571428571	5.696428571428571	7.696428571428571	False	False	3.0	False
765	Inventory	False	Revenge	3	6	6	DEF flat	70	HP flat	357								8.0		15.0		Rare	6.476	7.476	8.475999999999999	True	False	0.0	False
766	Inventory	False	Revenge	3	6	12	DEF flat	118	HP flat	274		7.0		5.0						12.0	22.0	Legend	9.657	9.657	9.657	True	False	0.0	False
767	Inventory	False	Revenge	3	6	12	DEF flat	118		0				8.0		27.0		12.0		11.0		Legend	9.541666666666666	9.541666666666666	9.541666666666666	True	False	0.0	False
899	Inventory	False	Revenge	3	6	9	DEF flat	94		0	8.0							14.0		15.0		Hero	7.75	8.25	8.75	True	False	0.0	False
1155	Inventory	False	Revenge	3	6	0	DEF flat	22		0								5.0		5.0		Rare	2.291666666666667	4.291666666666667	8.291666666666668	True	False	2.0	False
1156	Inventory	False	Revenge	3	6	0	DEF flat	22	CRate	4		5.0							177.0	5.0		Hero	3.2836190476190477	5.283619047619048	10.283619047619048	True	False	3.0	False
769	Inventory	False	Revenge	4	6	9	DEF%	38		0				9.0	16.0					10.0		Hero	6.458333333333334	6.958333333333334	7.458333333333334	False	False	0.0	False
770	Inventory	False	Revenge	4	6	6	DEF%	29	CDmg	7				11.0						11.0		Rare	6.041666666666666	7.041666666666666	8.041666666666666	False	False	0.0	False
771	Inventory	False	Revenge	4	6	9	CDmg	47	RES	5					11.0			12.0		12.0		Hero	7.5	8.0	8.5	False	False	0.0	False
772	Inventory	False	Revenge	4	6	9	HP%	38	ATK%	7	20.0			4.0						6.0		Hero	5.875	6.375	6.875	False	False	0.0	True
854	Darion	False	Revenge	4	6	9	HP%	38		0				30.0		5.0				6.0		Hero	6.375	6.875	7.375	False	False	0.0	False
883	Dias *	False	Revenge	4	6	9	HP%	38		0	15.0						23.0			11.0		Hero	6.116666666666667	6.616666666666667	7.116666666666667	False	False	0.0	False
1157	Inventory	False	Revenge	4	6	12	ATK%	47		0	13.0		38.0	5.0						10.0		Legend	6.533333333333333	6.533333333333333	6.533333333333333	False	False	0.0	True
1158	Inventory	False	Revenge	4	6	0	DEF%	11		0				8.0			12.0			5.0		Hero	2.966666666666667	4.966666666666667	9.966666666666667	False	False	3.0	False
773	Inventory	False	Revenge	5	6	6	HP flat	1080	DEF%	8								7.0		16.0		Rare	7.208333333333333	8.208333333333332	9.208333333333332	True	False	0.0	False
774	Inventory	False	Revenge	5	6	9	HP flat	1440	ATK%	5	6.0			5.0						19.0		Hero	8.333333333333332	8.833333333333332	9.333333333333332	True	False	0.0	False
901	Taor	False	Revenge	5	6	12	HP flat	1800	CDmg	7				7.0	7.0			37.0		9.0		Hero	10.375	10.375	10.375	True	False	0.0	False
1159	Inventory	False	Revenge	5	6	0	HP flat	360		0		6.0								6.0		Rare	2.857142857142857	4.857142857142858	8.857142857142858	True	False	2.0	False
1160	Inventory	False	Revenge	5	6	0	HP flat	360	SPD	5							15.0				5.0	Rare	2.875	4.875	6.875	True	False	2.0	True
775	Inventory	False	Revenge	6	6	12	ATK%	47		0	11.0		23.0							15.0	8.0	Legend	8.283333333333333	8.283333333333333	8.283333333333333	False	False	0.0	False
776	Inventory	True	Revenge	6	6	9	DEF%	38	RES	5			34.0					16.0		12.0		Hero	7.475	7.975	8.475	False	False	0.0	False
885	Dias *	False	Revenge	6	6	9	HP%	38		0		6.0					29.0			15.0		Hero	6.582142857142856	7.082142857142856	7.582142857142856	False	False	0.0	False
1161	Inventory	False	Revenge	6	6	0	RES	12	ATK%	8						8.0	18.0		204.0	6.0		Legend	4.7219999999999995	6.7219999999999995	12.722	False	False	4.0	False
762	Inventory	True	Revenge	2	5	6	SPD	17		0						14.0					8.0	Rare	3.083333333333333	4.083333333333333	5.083333333333333	False	False	0.0	False
768	Inventory	True	Revenge	3	5	9	DEF flat	78		0				14.0					278.0	13.0		Hero	6.454	6.954	7.454	True	False	0.0	False
719	Inventory	False	Shield	1	6	6	ATK flat	70	HP flat	309		5.0								16.0		Rare	6.459619047619047	7.459619047619047	8.459619047619046	True	False	0.0	False
720	Inventory	False	Shield	1	6	9	ATK flat	94		0	6.0	12.0								15.0		Hero	7.464285714285714	7.964285714285714	8.464285714285715	True	False	0.0	False
721	Okeanos	False	Shield	1	6	12	ATK flat	118		0				8.0				4.0	704.0	21.0		Legend	9.438666666666666	9.438666666666666	9.438666666666666	True	False	0.0	False
722	Inventory	False	Shield	1	6	12	ATK flat	118	HP%	5	7.0			11.0	13.0					16.0		Legend	9.833333333333332	9.833333333333332	9.833333333333332	True	False	0.0	False
1143	Inventory	False	Shield	1	6	0	ATK flat	22		0				6.0					302.0	4.0	5.0	Legend	3.3193333333333332	5.319333333333333	11.319333333333333	True	False	4.0	False
1144	Inventory	False	Shield	1	6	0	ATK flat	22	SPD	5	5.0								206.0			Rare	2.5663333333333336	4.566333333333334	6.566333333333334	True	False	2.0	True
724	Inventory	False	Shield	2	6	9	SPD	25		0					25.0				262.0		5.0	Hero	4.307666666666667	4.807666666666667	5.307666666666667	False	False	0.0	False
725	Inventory	False	Shield	2	6	9	HP%	38	ATK flat	11	13.0	9.0								11.0		Hero	6.852380952380952	7.352380952380952	7.852380952380952	False	False	0.0	False
726	Inventory	False	Shield	2	6	6	SPD	19	CDmg	5									228.0		16.0	Rare	3.6849523809523808	4.684952380952381	5.684952380952381	False	False	0.0	False
727	Inventory	False	Shield	2	6	9	SPD	25		0	16.0					8.0					11.0	Hero	4.833333333333333	5.333333333333333	5.833333333333333	False	False	0.0	False
728	Inventory	False	Shield	2	6	6	SPD	19	DEF%	7		9.0	28.0									Rare	2.8607142857142858	3.8607142857142858	4.860714285714286	False	False	0.0	False
729	Inventory	False	Shield	2	6	9	SPD	25		0	14.0			12.0			28.0					Hero	3.95	4.45	4.95	False	False	0.0	False
730	Inventory	False	Shield	2	6	9	SPD	25	HP flat	352				4.0				15.0			14.0	Hero	5.177666666666667	5.677666666666667	6.177666666666667	False	False	0.0	False
731	Inventory	True	Shield	2	6	9	SPD	25		0				9.0				18.0	1004.0			Hero	4.713666666666667	5.213666666666667	5.713666666666667	False	False	0.0	False
732	Inventory	True	Shield	2	6	12	SPD	31		0	15.0				9.0			15.0			16.0	Legend	7.541666666666666	7.541666666666666	7.541666666666666	False	False	0.0	False
733	Inventory	False	Shield	2	6	9	DEF%	38	CRate	5	18.0	7.0								9.0		Hero	7.083333333333333	7.583333333333333	8.083333333333332	False	False	0.0	False
734	Inventory	False	Shield	2	6	9	HP%	38	SPD	5		10.0		11.0		15.0						Hero	6.345238095238096	6.845238095238096	7.345238095238096	False	False	0.0	False
735	Inventory	False	Shield	2	6	9	HP%	38	HP flat	168					11.0					10.0	11.0	Hero	6.765666666666667	7.265666666666667	7.765666666666667	False	False	0.0	False
736	Inventory	False	Shield	3	6	9	DEF flat	94	ACC	4						12.0				17.0	5.0	Hero	8.5	9.0	9.5	True	False	0.0	False
1145	Inventory	False	Shield	3	6	0	DEF flat	22		0		4.0		8.0		8.0				6.0		Legend	4.571428571428571	6.571428571428571	12.571428571428571	True	False	4.0	False
1188	Inventory	False	Shield	3	6	0	DEF flat	22		0						6.0				5.0		Rare	2.416666666666667	4.416666666666667	8.416666666666668	True	False	2.0	False
737	Okeanos	False	Shield	4	6	9	DEF%	38	HP%	5		6.0								17.0	5.0	Rare	7.982142857142857	8.482142857142858	8.982142857142858	False	False	0.0	False
738	Inventory	False	Shield	4	6	9	CDmg	47		0							29.0	7.0		15.0		Hero	6.6	7.1	7.6	False	False	0.0	False
739	Inventory	False	Shield	4	6	9	HP%	38		0		15.0			6.0					9.0		Hero	5.892857142857142	6.392857142857142	6.892857142857142	False	False	0.0	True
740	Inventory	True	Shield	4	6	9	HP%	38		0						15.0			730.0	12.0		Hero	6.848333333333334	7.348333333333334	7.848333333333334	False	False	0.0	False
741	Hathor	False	Shield	4	6	15	DEF%	63	CRate	5				6.0	8.0			14.0		24.0		Hero	12.333333333333334	12.333333333333334	12.333333333333334	False	False	0.0	False
742	Inventory	False	Shield	5	6	9	HP flat	1440	RES	7						12.0	12.0			17.0		Hero	8.341666666666667	8.841666666666667	9.341666666666667	True	False	0.0	False
743	Inventory	False	Shield	5	6	6	HP flat	1080	CRate	6	6.0									15.0		Rare	6.75	7.75	8.75	True	False	0.0	False
744	Inventory	False	Shield	5	6	12	HP flat	1800	ACC	4					19.0		11.0			16.0	4.0	Legend	9.149999999999999	9.149999999999999	9.149999999999999	True	False	0.0	False
1146	Inventory	False	Shield	5	6	0	HP flat	360		0	5.0									6.0		Rare	2.625	4.625	8.625	True	False	2.0	False
1147	Inventory	False	Shield	5	6	0	HP flat	360		0								6.0		5.0		Rare	2.416666666666667	4.416666666666667	8.416666666666668	True	False	2.0	False
745	Hathor	False	Shield	6	6	6	DEF%	29		0		10.0								11.0		Rare	5.095238095238095	6.095238095238095	7.095238095238095	False	False	0.0	False
746	Inventory	False	Shield	6	6	9	HP%	38		0					13.0					6.0	14.0	Hero	5.958333333333334	6.458333333333334	6.958333333333334	False	False	0.0	True
747	Inventory	False	Shield	6	6	9	DEF%	38	CRate	5					6.0		46.0			11.0		Hero	6.3999999999999995	6.8999999999999995	7.3999999999999995	False	False	0.0	False
1148	Inventory	False	Shield	6	6	0	HP%	11	DEF%	5	6.0		12.0							5.0	5.0	Legend	4.175000000000001	6.175000000000001	12.175	False	False	4.0	False
1149	Inventory	False	Shield	6	6	0	DEF%	11		0			18.0	4.0			13.0			4.0		Legend	2.6083333333333334	4.608333333333333	10.608333333333334	False	False	4.0	False
723	Inventory	False	Shield	2	5	12	SPD	29	DEF%	6	18.0	9.0		6.0				11.0				Legend	6.410714285714286	6.410714285714286	6.410714285714286	False	False	0.0	False
63	Inventory	False	Swift	1	6	6	ATK flat	70		0	14.0									11.0		Rare	5.416666666666666	6.416666666666666	7.416666666666666	True	True	0.0	False
64	Bernard	False	Swift	1	6	6	ATK flat	70	RES	7								5.0		14.0		Rare	6.166666666666667	7.166666666666667	8.166666666666668	True	True	0.0	False
65	Inventory	False	Swift	1	6	6	ATK flat	70	CDmg	5								14.0		9.0		Rare	5.464285714285714	6.464285714285714	7.464285714285714	True	True	0.0	False
66	Verdehile	False	Swift	1	6	6	ATK flat	70		0					8.0					15.0		Rare	6.0	7.0	8.0	True	True	0.0	False
67	Hathor	False	Swift	1	6	9	ATK flat	94	ATK%	8	6.0								404.0	20.0		Hero	8.955333333333334	9.455333333333334	9.955333333333334	True	True	0.0	False
68	Taor	False	Swift	1	6	9	ATK flat	94	ACC	6					16.0					12.0	8.0	Hero	8.083333333333332	8.583333333333332	9.083333333333332	True	True	0.0	False
69	Inventory	False	Swift	1	6	9	ATK flat	94		0				9.0	12.0					11.0		Hero	6.291666666666666	6.791666666666666	7.291666666666666	True	True	0.0	False
70	Inventory	False	Swift	1	6	9	ATK flat	94		0		11.0			6.0					11.0		Rare	5.988095238095237	6.488095238095237	6.988095238095237	True	True	0.0	False
71	Eshir	False	Swift	1	6	9	ATK flat	94		0								12.0		12.0	11.0	Hero	7.333333333333333	7.833333333333333	8.333333333333332	True	True	0.0	False
72	Velajuel	False	Swift	1	6	12	ATK flat	118		0					12.0			15.0	826.0	17.0		Legend	10.143	10.143	10.143	True	True	0.0	False
73	Tablo *	False	Swift	1	6	9	ATK flat	94	ATK%	7		4.0						15.0		15.0		Hero	8.321428571428571	8.821428571428571	9.321428571428571	True	True	0.0	False
74	Vigor	False	Swift	1	6	6	ATK flat	70		0	5.0									16.0		Rare	5.958333333333333	6.958333333333333	7.958333333333333	True	True	0.0	False
75	Ganymede	False	Swift	1	6	9	ATK flat	94	ACC	5								11.0	136.0	16.0		Hero	7.514666666666667	8.014666666666667	8.514666666666667	True	True	0.0	False
928	Inventory	False	Swift	1	6	0	ATK flat	22		0					8.0					4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	True	2.0	False
929	Inventory	False	Swift	1	6	0	ATK flat	22	ATK%	6	7.0									5.0		Rare	3.291666666666667	5.291666666666667	9.291666666666668	True	True	2.0	False
76	Inventory	False	Swift	2	6	9	ATK%	38	HP%	7			18.0	4.0		27.0						Hero	5.2	5.7	6.2	False	True	0.0	False
79	Inventory	False	Swift	2	6	6	SPD	19	ATK flat	18		13.0			7.0							Rare	3.1821428571428574	4.182142857142857	5.182142857142857	False	True	0.0	False
80	Inventory	False	Swift	2	6	9	SPD	25	ATK%	6			40.0			6.0	43.0					Hero	3.575	4.075	4.575	False	True	0.0	False
81	Bernard	False	Swift	2	6	9	SPD	25		0						15.0		5.0	752.0			Hero	3.5026666666666664	4.002666666666666	4.502666666666666	False	True	0.0	False
82	Velajuel	False	Swift	2	6	15	SPD	42		0	4.0				7.0	21.0		5.0				Rare	4.625	4.625	4.625	False	True	0.0	False
84	Inventory	False	Swift	2	6	12	DEF%	47	CDmg	5	17.0							7.0	423.0	4.0		Legend	5.6116190476190475	5.6116190476190475	5.6116190476190475	False	True	0.0	False
85	Tablo *	False	Swift	2	6	9	SPD	25	DEF%	7							27.0	14.0	634.0			Hero	4.145333333333333	4.645333333333333	5.145333333333333	False	True	0.0	False
86	Inventory	False	Swift	2	6	9	SPD	25		0	10.0					13.0	33.0					Hero	3.7	4.2	4.7	False	True	0.0	False
87	Hathor	False	Swift	2	6	15	SPD	42		0			17.0	14.0				11.0	551.0			Hero	4.284666666666666	4.284666666666666	4.284666666666666	False	True	0.0	False
88	Ganymede	False	Swift	2	6	15	SPD	42		0				19.0		6.0	28.0				5.0	Hero	4.658333333333333	4.658333333333333	4.658333333333333	False	True	0.0	False
90	Inventory	False	Swift	2	6	15	HP%	63		0		6.0							552.0	15.0	9.0	Legend	8.093142857142857	8.093142857142857	8.093142857142857	False	True	0.0	False
91	Vigor	False	Swift	2	6	15	SPD	42	ATK%	5		5.0					31.0	12.0			5.0	Rare	4.447619047619048	4.447619047619048	4.447619047619048	False	True	0.0	False
92	Seara	False	Swift	2	6	15	SPD	42		0	18.0				8.0	8.0		12.0				Hero	5.75	5.75	5.75	False	True	0.0	False
93	Inventory	False	Swift	2	6	9	ATK%	38	ATK flat	12		15.0				6.0			492.0			Hero	3.8488571428571428	4.348857142857143	4.848857142857143	False	True	0.0	False
95	Verdehile	True	Swift	2	6	12	SPD	31	DEF%	5		4.0		4.0				15.0	502.0			Rare	4.2407619047619045	4.2407619047619045	4.2407619047619045	False	True	0.0	False
97	Inventory	False	Swift	2	6	9	HP%	38	CDmg	6	18.0		29.0	4.0								Hero	4.332142857142857	4.832142857142857	5.332142857142857	False	True	0.0	False
846	Bastet	False	Swift	2	6	15	SPD	42	RES	4				8.0				21.0	435.0		5.0	Magic	5.538333333333333	5.538333333333333	5.538333333333333	False	True		False
930	Inventory	False	Swift	2	6	0	ATK%	11		0				8.0			14.0				4.0	Hero	2.0166666666666666	4.016666666666667	6.016666666666667	False	True	3.0	False
98	Inventory	False	Swift	3	6	9	DEF flat	94	RES	5						10.0		7.0		10.0		Rare	6.083333333333334	6.583333333333334	7.083333333333334	True	True	0.0	False
99	Inventory	False	Swift	3	6	9	DEF flat	94		0	4.0					8.0				14.0		Rare	6.166666666666667	6.666666666666667	7.166666666666667	True	True	0.0	False
100	Tablo *	False	Swift	3	6	9	DEF flat	94	HP%	8				4.0		6.0				15.0		Rare	7.25	7.75	8.25	True	True	0.0	False
101	Inventory	False	Swift	3	6	9	DEF flat	94		0				8.0				7.0		13.0		Rare	6.208333333333333	6.708333333333333	7.208333333333333	True	True	0.0	False
102	Inventory	False	Swift	3	6	6	DEF flat	70	HP%	8						20.0				6.0		Rare	5.5	6.5	7.5	True	True	0.0	False
103	Eshir	False	Swift	3	6	9	DEF flat	94		0									367.0	14.0	10.0	Hero	6.8226666666666675	7.3226666666666675	7.8226666666666675	True	True	0.0	False
104	Inventory	False	Swift	3	6	6	DEF flat	70	HP%	8	6.0									13.0		Rare	6.083333333333333	7.083333333333333	8.083333333333332	True	True	0.0	False
105	Verdehile	False	Swift	3	6	6	DEF flat	70	CRate	6									266.0	14.0		Rare	6.021333333333334	7.021333333333334	8.021333333333335	True	True	0.0	False
106	Seara	False	Swift	3	6	9	DEF flat	94	RES	7				15.0		12.0				11.0	4.0	Legend	8.583333333333332	9.083333333333332	10.583333333333332	True	True	1.0	False
107	Inventory	False	Swift	3	6	6	DEF flat	70		0		10.0								11.0		Rare	5.095238095238095	6.095238095238095	7.095238095238095	True	True	0.0	False
108	Velajuel	False	Swift	3	6	12	DEF flat	118		0		8.0		8.0						20.0	10.0	Legend	10.476190476190476	10.476190476190476	10.476190476190476	True	True	0.0	False
109	Ganymede	False	Swift	3	6	6	DEF flat	70		0										18.0	6.0	Rare	7.0	8.0	9.0	True	True	0.0	False
110	Inventory	False	Swift	3	6	9	DEF flat	94	RES	7		6.0						22.0		11.0		Hero	8.148809523809522	8.648809523809522	9.148809523809522	True	True	0.0	False
111	Inventory	False	Swift	3	6	12	DEF flat	118		0	12.0					14.0			374.0	12.0		Legend	7.748666666666667	7.748666666666667	7.748666666666667	True	True	0.0	False
112	Taor	False	Swift	3	6	6	DEF flat	70		0										10.0	10.0	Rare	5.0	6.0	7.0	True	True	0.0	False
113	Inventory	False	Swift	3	6	12	DEF flat	118	CRate	5	27.0	4.0							456.0	6.0		Legend	7.387761904761905	7.387761904761905	7.387761904761905	True	True	0.0	False
115	Inventory	False	Swift	3	6	6	DEF flat	70		0									163.0	14.0		Rare	4.884	5.884	6.884	True	True	0.0	False
116	Inventory	False	Swift	3	6	6	DEF flat	70	DEF%	8				16.0						6.0		Rare	5.0	6.0	7.0	True	True	0.0	False
117	Inventory	False	Swift	3	6	9	DEF flat	94		0	11.0									5.0	15.0	Hero	5.541666666666667	6.041666666666667	6.541666666666667	True	True	0.0	False
118	Hathor	False	Swift	3	6	12	DEF flat	118	DEF%	5				7.0					499.0	21.0	6.0	Rare	10.165333333333333	10.165333333333333	10.165333333333333	True	True	0.0	False
